chunk_id,window_start,window_end,text,binary_hit
10,0:20:00,0:22:00,"[20:00–20:30]
Independence Police Officer Tim Gherky. Having spending a short amount of time with Tim recently at
Westchester and seeing his engagement with the students, I felt he was a standout and very worthy of
this important recognition. As I personally thank Officer Gherky and his outstanding leadership and
dedication, I do want to invite Westchester's director, Valerie Mun Valerie Munoz, to the podium to
share more and a few additional words of recognition.

[20:30–21:00]
So no no fault of your own, it's Hernandez, but that's okay. I know it's a joke. So I went around
and talked to a bunch of students and asked them for words that describe Officer Garky. Not because
I couldn't come up with a list myself from my experiences in working with him, but because I wanted
you all and you, Tim, to hear directly from the kids. And these are just a few of the words that
bubbled up consistently across the way kind, thoughtful, generous, caring, rational.

[21:30–22:00]
Rational, wise, always willing to help, a great mentor, and he has the best snacks. Tim has a
classroom all of his own, and sometimes he teaches kids life skills like changing attire. He
provides pizza for our senior class every year. He has no problem feeding a hungry student, thus the
comment about the best snacks. But he also does that for teachers and occasionally the director. And
basically, Tim lives out the",0
11,0:22:00,0:24:00,"[22:00–22:30]
best and the core values that we possess. So if you ever run into him, you will find out that he is
a number one on our campus when it comes to serving our students in our community. And when he had
to leave us at one point, there were tears across the board. And then when we found out he was
coming back, there were shouts of joy. And so we definitely love Officer Gherky, and we are so proud
of him. And thank you for nominating him and very well deserved. Congratulations.

[23:00–23:30]
The next item on the agenda is public comment on agenda or non-agenda items at board meetings.
Public comment time is set aside for individuals who wish to address the board. During special
meetings, workshops and retreats, comments concerning agenda items, while at regular meetings,
individuals can comment on both agenda and non-agenda items. Individuals who wish to participate
during the

[23:30–24:00]
portion of the meeting designated for public comment shall sign up by completing the appropriate
form on the district website, by submitting the form in person at the ad building, or by sending an
email with the district form as an attachment to the email address listed on the form. Public
comment forms must be received no later than noon on the day of the meeting and shall indicate the
agenda item or topic on which they wish to address the board. The length of public comment shall be
at the discretion of the board president, not to exceed four minutes. We will do two minutes today.
Because individual rights are protected.",0
12,0:24:00,0:26:00,"[24:00–24:30]
by various laws and board policies. Complaints regarding specific employees or students should be
directed to the administration. If a person makes complaints about a specific employee or student
during public comment, the board president has the discretion to move the board into closed session
to hear such complaints. If anyone makes a complaint about a specific employee by name or by job
title, the board may hold the public comment until the end of the public comments and hear all such
complaints individually in closed session. Under the law, the board cannot deliberate, discuss, or
make a decision on.

[24:30–25:00]
any subject that is not on the agenda. So, as a general matter, the board does not respond to
questions at public comment. Specific factual information or review of existing policy, however,
may, where legally allowed, be provided in response to inquiries or questions. At this time, we will
begin public comment, and our first speaker is Michael Falleck. We ask that you come forward to the
microphone. Please state your name, address, and agenda item number that you are speaking about.

[25:30–26:00]
Good evening, Mike Falleck. I'm here on agenda item 7a. Uh I came to y'all last November. I I don't
come very often to speak to the board anymore. I served on this board for nine years, twice as board
president. I come generally when I'm trying to protect one of the programs that mattered to me. Last
November I came to talk to y'all about the Sky Partnership.",0
13,0:26:00,0:28:00,"[26:00–26:30]
I at that time said that I did not think that the budget deficit that was being claimed was going to
be accurate. I feel no pleasure, I take no pride in being right on that. At the time, the district
was claiming that the deficit would be $36.5 million. That number ended up on billboards, it was in
yard signs. Y'all cut programs based on that number, you ended the Sky partnership, you closed three
schools, you terminated staff, you terminated all the librarians.

[26:30–27:00]
You charged parents for the spiral program. You raised pre K tuition. You did give raises. Good for
y'all. You ended the Stratford block schedule. And for the second year in a row, you missed the
number. And you didn't miss it by a little bit. Two years ago, you said the deficit was going to be
$8.5 million or $8.75. You had a $9.5 million surplus. Last year you said it was going to be $36.5
million. And you'll hear tonight it was 14.6. It's a $21 million difference.

[27:00–27:30]
Difference. $21 million difference. You use that number to scare the community. You use that number
to literally charge parents for programming that was already existing. You blame the district the
legislature justifiably. They're underfunding you. Have for decades. At the end of the day, you're
not at risk of not paying the bills. I'm gonna run out of time because two minutes isn't enough.
Chris Gonzalez.

[27:30–28:00]
I'm sorry your time is concluded. I know it's up, but I'm going to go to the next one. Mr. Fallett,
whether you can see the budget, I'd ask you to think about the numbers being accurate with these
meetings.",1
14,0:28:00,0:30:00,"[28:00–28:30]
Tonight's meeting includes a very important presentation, the FY2024 audit. Page 17 of this stack
includes three key numbers. Total expenditures came in 16.9 million under budget. This is a three
year tradition of 17 million under your expenditure budget. Additionally, your fund balance
decreased by only $14.6 million to $122.9 million. And let's be clear that last October you
estimated your fund balance would end the year at $83 million. How do you miss by $40 million and
justify cuts based on your budget estimates? It's important to recognize that fund balance does not

[28:30–29:00]
belong to the district, but these are the taxpayer dollars. The fund balance of $1202.9 is million
is slightly higher than our 2021 fund balance of $114.3 million. Cut that paragraph because of time.
In short, the board or its delegate gets to decide what is an assigned and what is an unassigned
fund balance. You can look it up on TASBO and the guiding procedures. It is an accounting maneuver
and one that you decide. While you can't bring back the six schools that were closed, you do need to
reconsider three important decisions that you made.

[29:00–29:30]
last year. Reconsider the elimination of the block schedule. We know that block schedule allows
students to focus on one subject at a time and earn eight credits per year. Having taught both
schedules, they can be incredibly valuable for kids to earn credits and to dig deep into a topic.
Reconsider the firing of librarians. With our focus on literacy, we need strong libraries full of
books that excite children. Librarians do much more than manage the library but build a school
culture for reading, and stop requiring spiral parents like myself to fundraise to keep spiral open,
asking parents for 557,000 per.",1
15,0:30:00,0:32:00,"[30:00–30:30]
57,000 per year to maintain an important educational experience for GT children is completely
inappropriate. For the sake of transparency, I urge you to have an open and honest conversation with
the community and prioritize SBISC taxpayers. My full comments will be posted. Jennifer Highland.

[30:30–31:00]
J. Allison Chapin. Good evening, Board President Alpe, Board Members, Dr. Blaine. My name is Allison
Chapin. I am the Spring Branch AFT representative. I am here to request that you adopt the
Educators' Bill of Rights again according to your agenda 6C.

[31:00–31:30]
6C would be my agenda item. And most of your legislative priorities also coincide with the Educator
Bill of Rights. By supporting reasonable working conditions, you are showing that you understand
that educators value working conditions almost two to one over compensation. By accepting the right
to fair wages, you're acknowledging that Texas teachers earn $9,000 less than the national average
and receive $5,000 less in per student funding.

[31:30–32:00]
again going to your state under funding from the legislature. By supporting a secure retirement,
you're acknowledging that our educator workforce deserved to retire in dignity and security, and we
can't do that on $21.99 a month. By supporting the right to quality childcare, you're acknowledging
educators need help with their own children. By supporting health, safe, and secure environments,
you show educators that",1
16,0:32:00,0:34:00,"[32:00–32:30]
safety is a prerequisite for learning. By supporting educators' right to academic freedom, you
acknowledge that educators are trained professionals. By supporting the right to meaningful training
and development, you understand that educators are professionals and can decide what is what they
need to be trained in. Professional growth doesn't always be it shouldn't always be restricted to
classroom teachers. We have dedicated knowledgeable

[32:30–33:00]
Knowledgeable support staff imperaprofessionals. Thank you. Juan Jose Reyes. No, Mr. Reyes. The next
item on the agenda is a presentation of audit report by

[33:00–33:30]
Whitley Penn. Dr. Blaine. Yes, Christine Porter. I'm going to ask if you would come forward and
introduce our auditor from Whitley Penn. Thank you. Thank you, Dr. Blaine, President Alpi, members
of the board. I'm going to turn it over to our senior partner, Lipe, who um oversaw has overseen our
audit process now for three years, and he'll take you through the report. Thank you.",0
17,0:34:00,0:36:00,"[34:00–34:30]
Good evening, Madam President, members of the board, Superintendent Blaine. The presentation I'm
gonna go through with you tonight will go through the audit process for fiscal year 2024. Both of
the district's financial statements and the federal single audit. We'll go through the financial
statement highlights from the report itself, go through the required communications at the end of
the presentation. In addition to myself, other members of the team included Dan Hernandez is a
senior manager on the engagement working with management here at the district through each phase of
the audit. Gustavo Guzman was a senior associate, and we had other associates on the team as well
that aren't listed here.

[34:30–35:00]
Patrick Simmons was the engagement quality control reviewer. He's the second level of partner
review. He reviewed the district's annual comprehensive financial report, federal single audit
report, and key work papers in our audit file as a level of quality control. Now in the financial
statement audit process, there's several parties involved. Yourselves and a subgroup of yourselves,
the board finance liaisons that we met with on November 6th. Their role in this process is to ensure
that management is following board policies, make ensuring that they're following the district's
internal controls for accurate and timely financial reports.

[35:00–35:30]
Timely financial reporting. Management is responsible for implementing that internal control, the
policies and procedures that the district has in place in order to record transactions accurately
throughout the fiscal year in order to be prepared for the audit of the financial statements in
order to be prepared to produce this report and file it with all stakeholders in accordance with all
the deadlines. Our role as the independent auditors is to come in and to perform procedures on the
district's balances and transaction classes in order to obtain enough audit evidence to express an
opinion on the financial statements. Because ultimately that's what we were engaged to do.

[35:30–36:00]
is express an opinion as to whether the financial statements of the district are fairly stated and
presented in accordance with generally accepted accounting principles. The financial statement audit
provides reasonable assurance that the financial statements are correct. The reason it's reasonable
assurance and not absolute assurance is because we're not here every day of the year testing all
your transactions 100%. So there is sampling involved. So it's important to for you to realize that,
for the public to realize that, that our opinion represents reasonable assurance. Our opinion does
not",0
18,0:36:00,0:38:00,"[36:00–36:30]
indicate that the district is in poor financial condition, that it's in great financial condition.
What it indicates is that the reports, the financial statements, the note disclosures are fairly
presented. Can you draw conclusions based on your analysis of the report? Absolutely. But our
opinion indicates that the report can be relied upon as being fairly correct, that you're preparing
these financial statements just like every other state and local government in the United States.
The report itself contains several sections: the introductory section and statistical section, which

[36:30–37:00]
are the first and third sections of the report, are considered on unaudited information. We do have
to read them for consistency to make sure that they corroborate and agree with the information in
the financial section. The introductory section is primarily your transmittal letter, your GFOA
certificate, your organization chart. The statistical section has a lot of great trend information
for 10 years worth of data. There's 20 tables in that section. So that is derived from your
financial statements. It's derived from your revenue sources, the amount of debt you've incurred and
paid back over the last 10 years, and operational and demographic.

[37:00–37:30]
data. The financial section is where the majority of our audit procedures are performed. Management
discussion and analysis is one form of required supplement supplementary information, as well as the
general fund budget to actual schedule and your required schedules for your pension and OPED
participation. Your basic financial statements are audited information. That's both your government
wide financial statements and your fund financial statements. That's where we render an opinion as
to whether or not there's fair presentation. And then you also include what it's called
supplementary information, and there's an in relation to opinion there as well. That's going to be
your combining individual.

[37:30–38:00]
fund statements, your debt service and child nutrition fund budget to actual schedules, and then the
schedules that are required to be presented in your report by the Texas Education Agency. The audit
process includes two phases of field work. The first phase occurs in the spring. We focus on
updating our understanding of the district's internal controls, your policies and procedures that
you have in place, especially in those areas that impact the district's financial statements. When
the fiscal year is over, we return for final field work that occurs in August September timeframe.
At that point in time, we're confirming balance.",1
19,0:38:00,0:40:00,"[38:30–39:00]
We're confirming balances directly with your financial institutions. We're performing a variety of
analytical procedures, corroborating information with the Texas Education Agency. Over all these
months, we're performing these procedures to obtain the audit evidence needed to support the opinion
we express on the financial statements. To give you an idea of the areas that are involved in the
audit, the big four areas that we really hit hard during interim field work include human resources
and payroll, salaries and benefits makes up the majority of your budgets. We spend a lot of time in
human resources and payroll, procurement and accounts payable for the payments to vendors for goods.

[39:00–39:30]
and services provided, information technology to the extent that it impacts the district's ability
to track financial transactions during the year and produce timely financial statements, your
significant revenue sources, which includes property taxes, state aid, and your grant revenues
attendance due to its impact on state funding, your financial close and reporting procedures, and
the district does collect its own property taxes. We perform procedures in the property tax office
as well. As external auditors, we can express one of three different types of opinions. A disclaimer
on the far left would be an opinion expressed in a situation where we

[39:30–40:00]
Where records were in such disarray or weren't able to be presented to us that we weren't able to
provide any sort of assurance. A qualification is type of a modified opinion indicating that there
was a departure from GAP or a scope limitation in a certain area, and we would list that in our
report. And then on the far right, that says unmodified, it's hard to view on the screen, but and
then underneath it it says clean clean opinion. So although it doesn't sound like that like it, it
is the best outcome in a financial statement audit. So I'm happy to report that that is the opinion
we've expressed of the district's financial statements for fiscal year 2024. These",0
20,0:40:00,0:42:00,"[40:00–40:30]
These financial statements are fairly presented and they've been prepared in accordance to generally
accepted accounting standards. And so that's included in the report at the very beginning of the
financial section of the annual comprehensive financial report. Our second report is on the
district's internal controls over financial reporting and on compliance. Nor did our procedures
identify any noncompliance that was material to your financial statement. So good news here as well.
The third and final report.

[40:30–41:00]
is on your expenditure and administration of your federal awards. For fiscal year 2024, we base our
major programs on your schedule of expenditures of federal awards. For fiscal year 2024, that
totaled $59.5 million. You can see the decrease compared to the previous two fiscal years where you
were still expending significant ESSER dollars. That has decreased drastically and is winding down.
For fiscal year 24, the major programs included ESSER at 16.5 million of expenditures, and then
Title I Part A at $12.1 million dollars.

[41:00–41:30]
$1 million in expenditures. Our testing of those two programs did not result in any question cost or
noncompliance or any deficiencies in internal control. So our opinion here again is unmodified,
indicating that the district is following all the requirements that are applicable to its major
programs. This is great news because within 30 days, the district has to upload this information to
the federal audit clearinghouse, and that's one of the first ways that federal agencies and state
agencies become aware of how the district performed in both the single audit and the and the
financial statement audit. Jumping into the district's final

[41:30–42:00]
Jumping into the district's financial statements, the statement in net position is the district's
balance sheet. So this is a snapshot in time on June 30th, 2024, and what your balances were on that
date. Your total assets and deferred outflows of resources was just over $2 billion. That's
comprised of two primary balances your cash investments of $743.6 million, and then your capital
assets, your land, your construction and progress, buildings, furniture and equipment, netted
appreciation and amortization of $1.1 billion. The other side of your balance sheet are your
liabilities and your deferred inflows of resources, $1.6 billion, primarily comprised.",1
21,0:42:00,0:44:00,"[42:30–43:00]
of your outstanding long term bonds payable and related unamortized premiums of 1.2 billion, just
under 1.2 billion. And then you report two liabilities related to your participation in the teacher
retirement system of Texas. The net pension liability was 161.2 million, and the net other post
employment benefit liability, which is related to retiree health care, was 64.2 million. These two
liabilities are measured and reported to you by TRS and their actuaries and auditors every single
year. You take the information that's pertinent to Spring Branchise.

[43:00–43:30]
To Spring Branch ISD and you record those amounts in your financial statements. Every employer and
TRS has to report their respective shares of these two liabilities in their financial statements in
order to present financial statements in accordance with GAAP. The general fund is the district's
main operating account. For fiscal year 2024, general fund revenues totaled $356.8 million. 81% of
your general fund revenues comes from property taxes. 7% from state aid, that includes the available
school fund and foundation school program. 6% is other state funding, which is part

[43:30–44:00]
State funding, which is primarily TRS on behalf, payments made by the state on behalf of Spring
Branch ISD employees directly to TRS. You have 4% of local funding, which is primarily investment
earnings, and 2% for federal funding at $9.4 million. Your general fund expenditures for the year
totaled $372.8 million. 61% of your expenditures were instruction and instruction related services.
So in your budget, that's functions 11, 12, and 13. Student support services were 12%. That's
primarily student transportation accounts.",1
