chunk_id,window_start,window_end,text,,,,,,binary_hit,confidence
10,0:20:00,0:22:00,"[20:00–20:30]
By forcing Durham into a rigid model that has not proven itself, HISD risks lowering performance,
not raising it. Students who were on track to exceed expectations could fall behind. Teachers who
were building momentum could lose the very conditions that allowed them to thrive. And parents who
have trusted the district's promises will lose faith in a system that asks us to accept worse
results in the name of reform.

[20:30–21:00]
My name is Sarah Mallor. I'm here tonight as an active member of our school community. Durham is not
perfect. We know that we have work to do and we're committed to doing it. But reform should be built
on strengths and not there to erase them. Right now the data is clear. Durham's current approach is
working better than the NES model. So again we ask why disrupt what's working to confr conform to a
system that's producing lower scores?

[21:30–22:00]
Why gamble with our children's education on a model that has not been proven to succeed? Durham
families want change to raise the bar, not one that lowers it. We support change, not chaos for our
kids. Our kids deserve so much better. Building our foundation, don't disolish it. Thank you. Case
Mundy.",,,,,,1,5
11,0:22:00,0:24:00,"[22:00–22:30]
Followed by Jose Pineda and Jill Tucker. Okay, so I'm a Durham dad. Congratulations, Mr. Miles.
These numbers are unbelievable. Nobody thought you could do it, especially in this short an amount
of time. Dallas ISD, a district with nearly identical socioeconomic and special needs makeup, acting
in the same educational ecosystem as HISD, was virtually flat this year. NES schools were at 12%.
HASD as a whole is at 4%. So it's pretty clear that this jump is a result of the NES program.

[22:30–23:00]
In the last five years prior to the takeover, we were only at 2%, but since then our enrollment is
declining by 4% every year. You are making Greg Abbott and the cronies profiteering on the school
voucher scam very happy. Feeding a healthy number of kids to charter networks like your sisters.
This massive displacement of kids out of public schools isn't a side effect, it is the plan. And you
are all complicit. Mr. Miles, these numbers are unbelievable. Thank you.

[23:00–23:30]
My name is Hussein. I am a dad at Durham. Many changes happen in the school's first weeks with
little to no information being provided to parents. It is difficult to maintain confidence in this
board when the state of Texas decided it was appropriate to remove our vote entirely, which I
believe to be wholly undemocratic. So if you on the board believe in democracy, I am asking you to
increase community engagement, to increase the use of public referendums, and to include parents.

[23:30–24:00]
in decision making before those decisions are made. The parents at Durham are and have always been
enthusiastically involved. Help us build on that foundation. Thank you. My name is Jill Tucker, and
I'm both a Durham parent and a licensed professional counselor. For 20 years I have worked with
children and families, and I know one thing clearly children thrive with stability, consistency,",,,,,,1,3
12,0:24:00,0:26:00,"[24:00–24:30]
Consistency and safety. What we're seeing at Durham is the opposite. Last minute reassignments,
dismantling of our library, a constant disruption. They're not just inconvenient, they're
emotionally disreguling for our kids and us. When children feel unsafe, when children feel anxious,
their limbic systems are in overdrive. The part of their brain that allows for learning is not fully
accessible. No amount of worksheets can fix that. Durham is not failing. In fact, our students are
outperforming NES schools on Star.

[24:30–25:00]
results. What's failing is the approach being forced on us. Change should build on strengths, not
erase them. Our children get one shot at these years. Please stop dismantling what we know works.
Build on our foundation. Thank you. Student Iliam Gottlieb.

[25:30–26:00]
I'm here tonight to talk about a troubling rumor I heard. The rumor is that all end-of-year field
trips have been canceled. I don't get it. At the press conference on Tuesday, you said you want
students to raise test scores and canvas ratings, and then students do all that hard work and get no
reward. And this is straight up demoralizing. You can't ask for more while offering less and expect
students to genuinely care or try. These end-of-year trips aren't just fun outings. They are
motivators to give students something to work toward through the end of the year. They build",,,,,,0,5
13,0:26:00,0:28:00,"[26:00–26:30]
memories. They provide a well-deserved celebration for getting through testing season. I heard in
your press conference that businesses are going to adopt schools and throw parties. That's not the
same as a field trip. An in-school party sponsored by HEV is not as fun as a field trip to the zoo
or an arcade or an amusement park. Students are making your numbers go up. Let them be kids and
celebrate their success. A lot of us think you're trying to suck the joy out of school. Prove us
wrong. Thank you.

[26:30–27:00]
We have two HST parent speakers on Zoom. Audrey Knapp.

[27:00–27:30]
She's on. Her her belonging. He's in the meeting. She's saying it again. Yeah. Audrey Nath, please
begin. And I'm the parent of two children in HISD schools. Where I live in District Seven.

[27:30–28:00]
District 7, only nine of the 16 schools have staffed libraries. And in HISD as a whole, 175 campuses
have no library services. That's two-thirds of all schools. This is an alarming change that has
occurred since the takeover. Previously, in 2022, 90% of HISD schools had a campus library with
campus staff. With library staff, excuse me. What's even more concerning is the disparities of it
all. The majority of schools without libraries are in high poverty areas.",,,,,,1,5
14,0:28:00,0:30:00,"[28:00–28:30]
I am also a pediatric neurologist, and I know the data showing that students achieve more and are
more successful in college when they have access to fully staffed and funded school libraries. Let's
improve literacy, not punish our students who are battling poverty. Thank you. Thank you.

[28:30–29:00]
Jessica Vassan, you may begin. Hello, this is Jessica Vassan. I'm not hearing you in the boardroom.
Can you hear me? Yes, we can hear you. Please go ahead.

[29:00–29:30]
Thank you. Hi, I'm Jessica Vassan, the parent of three HIC students, including two at Lamar High
School. I'm also the HIC liaison for the Lamar CTO. So far this school year, two other Lamar
students have been hit by cars near the intersection of West Timer Road and East Side Street, coming
or going from school. After the first incident, Mayor Whitmeyer ordered the city to install a
pedestrian light system that costs half a million dollars and could take up to a year to install.
And there may be more affordable solutions. In addition to the immediate support of the city and HPD
to ensure drivers are following traffic.",,,,,,1,5
15,0:30:00,0:32:00,"[30:00–30:30]
laws, our community needs district support. Officers' schedules are 8 15 to 4 15 when the school
days 8 30 to 4. It's just not enough, and anything out of that time frame is overtime for the
officers. The campus campus budget has to sustain that, which is difficult as budgets have gotten
tighter at the campus level. My understanding is HISC provides crossing guards for elementary and
middle school students, but not for high schools. How many more students need to be struck by cars
before we prioritize student safety? We need district support. Thank you. Thank you.

[30:30–31:00]
We have two students who have joined us.

[31:00–31:30]
No hice el examen y tampoco haré el STAR. Pasamos mucho tiempo preparando esas pruebas y podríamos
estar aprendiendo cosas nuevas. Además, no es justo usar los resultados para juzgar a los maestros.
Algunos maestros trabajan en escuelas con

[31:30–32:00]
con bibliotecas libros y muchas cosas pero otros no tienen lo mismo pueden comparar eso los maestros
hacen lo mejor que pueden conocer que no perdimos tiempo en tantas pruebas aprendemos más y los
profesores son tratados",,,,,,0,5
16,0:32:00,0:34:00,"[32:00–32:30]
Now for English, hello, my name is Luca Candida, and I am eight years old. This year I didn't do the
exam MAP and I will not do the star test. We spent a lot of time preparing ourselves for this test,
and we could be learning new things. Besides, it is not fair to use the results in order to judge
our teachers.

[32:30–33:00]
Some of the teachers work at schools with libraries, with books, and many other things, but some of
them do not have the same thing. How can they how can they compare that? The teachers do the best
thing with what they get. I want for us not to waste so much time with tests so that we can learn
more, and I want for the teachers to be treated with respect so that all of them can stay. Thank
you. Thank you. We have students who've joined us. Please move to the front.

[33:00–33:30]
Emily Yannis, followed by Aubrey Barr. Emily Yannis, go ahead. Any other students? Micah Gabay.
Okay, go ahead.",,,,,,0,5
17,0:34:00,0:36:00,"[34:00–34:30]
I'm ready. Um, I have surgery coming up soon, and instead of supporting me, my school told me they
wouldn't accommodate my recovery. That meant I had to switch to online school. It's frustrating
because I didn't choose the surgery. It's something that I have to do. Now I'm missing out on being
with my teachers and my classmates, classmates, not because I don't care, but because my school
wouldn't meet me halfway. Schools should stand by their students, especially in hard times. No one
should no one should have to choose between their

[34:30–35:00]
health and their education. That's it. Thank you. Trustee Moore has joined us and then we have a
student on Zoom, Mr. President. So should we hear from Trustee Moore? Trustee Savant Moore's here.
Oh great. Great. Welcome.

[35:00–35:30]
Welcome. Good evening. Um, before I came here, I stopped. There was a little boy. He sold me a water
bottle. He's an elementary student. Why is he after work after school? Um, rest in peace to Greta
when we never forget those that we lost in the Hill Country. Rest in peace to all my friends that
gave the ultimate sacrifice because we joined the military after 9-11. There will be a Houston
challenge. I ask you to adopt the school, but not only adopt the school, but to volunteer in that
school because.

[35:30–36:00]
our children don't need presence. They need presence. Um, I ask that you provide pre-K for free for
every employee that works here. There are people that work in this district and they can't bring
their kids to the school for free. When I win district 142 as a next stake rep, I'm gonna be pushing
for the state to push for reading intervention and math intervention. This Friday, my son, ninth
grade, will start pre K. Every child in my neighborhood should be able to do that.",,,,,,0,5
18,0:36:00,0:38:00,"[36:00–36:30]
at that level. This podium is a very sacred place. This young lady had the courage to come up here.
Last month, a mother with an autistic child had the courage to come up here. A father that took off
work had the courage to come up here. And the following week we solved their problems. I know that
there we need a bond. And so next year there probably will be a bond on the ballot. But in order for
that bond to pass, is when someone comes up to this sacred podium that you listen and that you act
upon it. Let's be very

[36:30–37:00]
Let's be better, let's do better. God bless you, God bless everybody. Thank you. Two students. Two
students have joined us, Emily Yannis and Aubrey Barr. Please come to the front row. Do you each
want to speak individually for one minute each? Okay, go ahead. Do I start? Oh, okay. My name is
Emily. I attend Northside High School and NEA School. I can say as a junior at any

[37:00–37:30]
As a junior, NES curriculum is not meant nor created for students and teachers. My teachers and my
classmates alike aren't learning andor teaching as well as they could. Packets done by the district
and slides are filled to the brim with wrong answers or questions. The new teachers struggle to
understand our school system because the rest of all of the veteran teachers are so overworked they
don't have time to help. Our on-remps and dual credit teachers are fighting for laptops for the
students in my school because our district does not understand.

[37:30–38:00]
that students in on ramps and dual credit classes have all their work and reading online. The
curriculum is just not designed for uh uh any school. Thank you. Thank you. Okay, good afternoon. My
name is Aubrey Barr, and I'm a student at Northside High School. I've always loved math. It's my
strongest subject, and I really don't come from a wealthy background. So my focus has always been
for.",,,,,,0,5
19,0:38:00,0:40:00,"[38:30–39:00]
college is my academics. I constantly strive to push myself academically, but within the last two
weeks, I was personally affected by your rules. As a junior, I took the math TSI and scored
proficient in all topics but algebraic reasoning. Because of that, you as a district forced me into
a TSI class and removed me from my algebra 2 class. Keeping me from this class is keeping me from
being able to challenge myself as much as I know I'm able to. I'm positive I'm not the only one
being affected by this issue, but I will be the one to speak out against it. Thank you.

[39:00–39:30]
We have an HSD student and parent on Zoom, Adidas Sage Bittner, followed by Maria Benzone.

[39:30–40:00]
Okay, we'll have to come back to her. That's the last HSD student and parent for Group A.",,,,,,0,5
20,0:40:00,0:42:00,"[40:00–40:30]
Excuse me, are we? Okay, good. Okay, we're done then. Before I move into the meeting uh business, I
would like to invite board members uh for reports between the last board meeting or any comments
they'd like to share with us tonight. So um I don't remember if I guess probably two Sundays ago I
had the chance to go to the uh Houston Mariachi Festival and there were

[40:30–41:00]
some outstanding students, uh performances from Sam Houston High School, and then one young man in
particular, Mr. Longoria, who I think was perhaps the best vocalist of the whole performance of all
the different groups that were that performed. And so it was really cool. They were up there with
professional musicians, and they were outstanding. Yeah, they go ahead. Just want to say that I was
um very pleased with what we saw.

[41:00–41:30]
the first and second weeks of school. It was nice to go into the schools to see the students ready
to learn, learning at 8:30 or 9 o'clock in the morning, and very appreciative of all the principals
and teachers that were ready to go. It was very enjoyable to see the kids. They were smiling and
they were ready to learn. So thank you.

[41:30–42:00]
Thank the superintendent for inviting us to attend school visits. It's been very enlightening to see
what's happening in the classrooms. I will speak for myself. It helps me in my work here. So thank
you for that. I won't name all the schools that I have visited, but I was able to go to Lamar High
School as part of my visit since the last meeting is my first high school visit of this year.
Terrific opportunity to see high school students since I don't have one of those at home. Very
different environment. And I also",,,,,,0,5
21,0:42:00,0:44:00,"[42:30–43:00]
want to thank the community for mentioning what schools that you go to. It helps put campuses on my
list. The last board meeting, a parent mentioned Navarro Middle School. It's now on my list. I will
be visiting that at the end of this month. As well as Lanier, another parent mentioned an issue at
that campus. I will be visiting that. So for parents who wonder if we hear you on the things that
you're interested in and things that you want us to see, know that we are taking notes and will
follow up on those things. So thank you for the opportunity, Superintendent. It means a lot. Maybe
else.

[43:00–43:30]
Okay. Okay, great. So we uh will now have uh recognitions and superintendent reports. So
Superintendent Miles, you have the floor. Yes, sir. First, uh to thank the board members for
visiting the schools. At this point, I've been in 27 schools, so I have seen hundreds of kids,
dozens and dozens of teachers, and several principals, which we're going to get to in just a moment.
Um but it does really help to keep perspective, and so really appreciate board.

[43:30–44:00]
members. I've I've been on uh this is my fourth time as either superintendent or CEO and worked with
lots of boards. Um and this board of all the boards uh visits schools more than any other board I've
seen. So I think that really helps with the job. So thank you. Um and yes, uh you know, principals
have a hard, really tough job. Uh I uh often say it's the toughest job, but but probably the most
rewarding also, because there is nobody to turn to. It's",,,,,,0,5
22,0:44:00,0:46:00,"[44:00–44:30]
you're it, and you're responsible for everything that happens or fails to happen in a school. So uh
tonight we have nominations for principal of the year and chief of schools, Sandy Massie, who's the
only other person who's been in more schools than me, um, this year will uh do the do the
nominations. So they did not know why they're here. There are 12 principals, three representing each
of the four divisions, but they now know they are the

[44:30–45:00]
I do have the privilege of having the best job, and that's just being at schools so many times a
week and seeing the great things that principals are doing and teachers are doing in the classrooms.
So these are the twelve principles that are the division principles.

[45:00–45:30]
Principals of the year and our finalist for the district principals of the year. So we're gonna just
list them out, and I'm gonna let you know the criteria that went into this decision. I think it's
really important that you know this is not a popularity contest. We use data rich environments to
support our decisions, and so this is how it goes. Must be a returning principal in the same school,
have an A or B rated school by state accountability. Schools that are were already an A had to at
least grow one point.

[45:30–46:00]
schools outside of an A had to grow at least five points, and then the division chiefs had a list of
all those principals, and they made the final decision from that list based on leadership, culture,
and professionalism. So that's why you're sitting here today. We're gonna start with the North, and
um, this is the elementary principle of the year. If the North Division Chief will come up, everyone
gets a what we call a magazine cover, just something they can put inside of their office.",,,,,,0,5
23,0:46:00,0:48:00,"[46:00–46:30]
just to highlight all their achievements. So our first person is Bethsheba Nash. Come on up. And
Principal Ileana Perez. She's for the middle school for the North, and for the high school for the
North is Marie Adams, North Forest.

[47:00–47:30]
And for South, we have elementary principal Alexis McMillar. And next is Shanika Smith Middle
School, Thomas Middle School. And for the high school, Ruth Pinna from Millby High School.

[47:30–48:00]
Moving to the West for elementary, we have Christopher Waugh for at Pilgrim Academy. For our middle
school is West Briar, Crystal Blanchard. And for our high school, Westbury High School, Yolanda
Bruce. Rounding out",,,,,,0,5
24,0:48:00,0:50:00,"[48:00–48:30]
the group with Central, our first elementary school, Treella Epps. We have Alejandro Lopez from
Navarro Middle School. And finally, wrapping up the last high school, Wendy Hampton from Hydes High
School.

[48:30–49:00]
Thank you again, Principals, and congratulations.

[49:00–49:30]
Can I get a mic out here? I don't know. Testing. All right. Um board members, I'll be quick. Last
board meeting, I sort of teased the board about our next big goal. And then on Tuesday at the uh
Greater Houston

[49:30–50:00]
partnership and then at a press conference I announced the uh the Houston promise so I just want to
formally talk about the Houston promise quickly um and then uh we'll we'll move on. So uh I always
have to talk about the challenge because then it puts our challenge in perspective and our goal in
perspective. So I want to talk about the challenge and then the the belief and then a a quick note
on the promise.",,,,,,0,5
25,0:50:00,0:52:00,"[50:00–50:30]
So this is a map of the schools in Houston in 2023, their A through F accountability ratings, which
come from TEA. And the thing is there were 121 red and pink circles in 2023. But the the thing, just
like in every urban district, you wouldn't need the map in the circles or the uh the the circles,
the different colors, uh the actual ones, you could

[51:00–51:30]
place them yourself because zip code usually dis uh dictates destiny. For example, if you go to
North Force, even without these dots, you would put red and pink dots there in the past. Because
that's where the schools challenged by poverty or language barriers exist. And also in every single
other circle that you see up there, every zip code. Except, of course, in the one part of town that
we know is uh higher socioeconomic, and there are no circles there.

[51:30–52:00]
This was last year, or two years ago, I mean, and this is Houston today. I gotta have one person
say, amen, just one, to say that this is incredible. This data comes from TEA, of course, and what
this shows is that uh we have broken the myth that poor kids can't learn.",,,,,,1,4
26,0:52:00,0:54:00,"[52:00–52:30]
And meet high expectations. We've broken that myth. We have broken the myth that just because you
come from poverty or language barriers, that we can't raise expectations on them. We raised
expectations up here. Some people said it's too rigorous. We got to meet kids where they are. We
didn't. We said here's the bar, and the kids rose to the level of expectation. And by the way, so
did the teachers. This is Houston today. There's no area of town where there's not an A or B.

[52:30–53:00]
school. Seventy-four percent of our kids are now attending a green or light green dotted school, an
A or B rated school. So zip code is no longer destiny. A lot of it has to do with you guys here, the
principals, but a lot of it has to do with teachers and of course the kids who actually earn their
right to say, I attend an A or B school. So behind the school ratings, of course, are thousands more
kids. In the end of the day, I could show you all kinds of graphs and numbers.

[53:00–53:30]
I didn't show you any numbers, I just showed you pictures. Because in the end of the day, it's not
so much about the numbers, it's about the opportunity we're creating for kids. The opportunity we're
creating for kids. And the fact is, tens of thousands more kids today can read at grade level. It's
not just growth, it's achievement. They can read at grade level, tens of thousands more than two
years ago. Tens of thousands more can do math at grade level than two years ago. Yes, growth and
achievement.

[53:30–54:00]
Achievement. That's what's happening in HIC, and we did it in two years. That's historic. This is
the numbers. If you want, I'll just race through them. You've seen them before. On the right hand
side, and just to put this in perspective, a large urban district moving two points in one year.
Think about that two points, two points. That's incredible. And we did in two years the numbers you
see on the right hand side. That's reading, and this is math. Incredible growth in our elementary
and middle schools.",,,,,,1,4
