chunk_id,window_start,window_end,text,binary_hit
10,0:20:00,0:22:00,"[20:00–20:30]
Thank you. Thank you. And one more thing. Our next speaker is Lisa Weiss. My name is Lisa Weiss.
Lisa Weiss, and I'm a physician and an HISD parent. Unfortunately, it took a tragedy to reveal that
over 170 AEDs in the district are not working, and that some of the

[20:30–21:00]
schools lack personnel trained in CPR. There's a dose response relationship with bystander CPR and
survival. According to recent statistics, 22% of individuals receiving bystander CPR within the
first minute survive to hospital discharge. However, after 10 minutes, that number drops to 10%. Not
everyone that receives CPR needs defibrillation. However, if warranted, early defibrillation in less
than two minutes increases your survival to 60%. However, that number drops to only 35% after five
minutes. It is unacceptable that there are non-functioning.

[21:30–22:00]
That there are non functioning AEDs on campuses. We need transparency and accountability to ensure
that our children are safe. It is imperative that non working AEDs are serviced immediately and that
there are individuals on each campus that are CPR trained. We need to fill our nurse vacancies now.
Our children deserve better. Thank you. Our next speaker, Ms. Eagleton. So I'm speaking about agenda
item 14, about uh this policy change. So we're gonna have a big yard sale, sell off property to pay
for.",1
11,0:22:00,0:24:00,"[22:00–22:30]
wasteful spending. This is insane. I cannot believe people with your resumes are agreeing to such a
crazy idea. There's a reason why that money needs to go into the Capital Renovation Fund and not
towards buying desks and monitors and all sorts of stuff that Mr. Miles here has prioritized. As a
community, we don't want this. Do not sell off our land so that we can engage in wasteful spending.
And your constraint needs to be fiscal responsibility and only spending money you have.

[22:30–23:00]
No trust, no bond. Thank you. Ms. Donas? Before I get started, Mike Miles, I brought an orange cone,
so when you need to go to the restroom, let me know. I'll go get it from the car. My name's Kathy
Donis. I am reading this letter on behalf of a former student named Lupita Martinez who thrived
under HISD's education system to prior to NES. Programs like the Magnet Program and Emerge led
Lupita to explore the art, sports, and secondary education as a low income first generation student
of color.

[23:00–23:30]
However, it deeply concerns Lupita to witness how the district's current practices are affecting
today's students. The decline in the quality of education and the worsening treatment of students
have become increasingly apparent. The environment, which was once nurturing and helpful, is now
contributing to heightened levels of anxiety and depression among students since classes lack
quality teachers and material. The support and opportunities that were once allowed to Lupita and
her classmates are no longer available to those most in need. No trust.

[23:30–24:00]
no bomb. Thank you. Our next speaker is Kathy uh Kathy Beasley. Hi, my name is Kathy Beasley. I'm a
former teacher at HISD. Here we go again with the three-ring circus you like to call a district.
What has gone on here is pitiful, and that's why I'm here to speak. I want to be on the right side
of history, and that is clearly not your side. This past year I watched unprofessionalism be
encouraged and rewarded. Saw students concerned, confused, and constantly worried about.",0
12,0:24:00,0:26:00,"[24:00–24:30]
what was happening around them, and I saw teachers I valued rebuked for not having the right DOL.
This is not about making schools better for children. I have heard stories from parents about their
children crying because they don't want to go to school, schools they used to love. You have allowed
some of the most reprehensible people to take charge of the most vulnerable in our community, the
kids. You hold the fate of their precarious and uncertain academic lives in your hands. I implore
the board to listen to the hundreds of people who have been up here speaking for the last year and
wake up. No trust, no bomb.

[24:30–25:00]
Thank you. Our next speaker is Trista Bishop Watt. Good evening. I'm Trista Bishop Watt representing
Houston GPS. Preparing students with the skills they need to thrive after graduation is the most
fundamental purpose of public education. I want to commend the board for setting a rigorous goal
that aimed at supporting students to be both college and career ready. We appreciate that the
district is on track for its CCMR goal and progress measures. These data are lagged and do not
reflect the recent data back changes the district has.

[25:30–26:00]
been implementing. In particular, I want to highlight the district's opt-out scheduling process,
which should allow more students to take advanced courses. Research shows that access to these
courses increases college completion, and maintaining an opt-out policy can be a critical tool for
ensuring equitable opportunities for all students. We also know that there is still work to be done
to eliminate achievement gaps that students face, and look forward to more information about how the
district is supporting specific populations of students, especially emergent bilingual and students
with disabilities who face the deepest gaps.",1
13,0:26:00,0:28:00,"[26:00–26:30]
across each of the measures. Thank you. Thank you. Our next speaker is Dr. Hoffman Lock. Just to
remind you, my PhD is in school psychology, which is relevant to this. Students with medical or
psychological conditions that impact their ability to attend school in person are provided with
homeboy. The homebound teachers' visit is usually the only personal contact that they have with
their school. For students with psychological conditions, the only way to rebuild the trust that
will enable them to return to school is through developing positive relationships with school.

[26:30–27:00]
staff, and that begins with the homebound teacher. Item 12 would replace homebound teachers with
remote conferencing. The message to homebound students is you are not important enough for us to
send a teacher to you in person. Meeting your needs cost too much. Or to quote Mr. Miles, it's not a
good return on investment. The thing is, in public education, it's not about financial investment.
It's about investing in children in our future, and that cannot be measured in dollars. It is
measured by the positive impact on children's learning experiences and relationships. Remote
instruction deprives homebound students.

[27:00–27:30]
Provides homebound students of what they need most, which is personal contact with the teacher.
Thank you. Yes, ma'am. My name is Claire Notcairn, and I'm not sure. And I'm here to speak on your
agenda item on teacher effectiveness. I speak as an educator who has taught a charter district and
private schools. Based on this, it's clear to me that Mike Miles is trying to turn HISD

[27:30–28:00]
Into no excuses style charter schools. I spent the first three years of my career teaching at what
is widely seen as the best charter school in the Northeast, uncommon schools in Newark, New Jersey.
We were applauded because of our high test scores and how orderly our schools were. What no one
talked about was how joyless our school was, how students and teachers were forced to suppress their
personalities because our focus 100% of the year was on test score performance. We didn't have
libraries just like NES schools. Those constant observations.",1
14,0:28:00,0:30:00,"[28:00–28:30]
and comparisons of teachers have resulted in me still having nightmares eight years later. If you
care at all about teacher effectiveness, you would trust your teachers and give them autonomy and
professional development that they are interested in. Thank you. Our next speaker is Christy
Brewster. Under the health and wellness and safety, I'm here to thank the registered.

[28:30–29:00]
But thank the registered nurses who chose school nursing. It's known that in 77030, they want you,
nurses. Why? Because they respect you by paying for your nursing expertise. But the students in
HISD, they need you. Thanks for sacrificing being from a frontline campus direction from a non-
healthcare person, the high patient ratio, and just the academic chaos. But thank you for being
there because that asthmatic needs you, that diabetic needs you, that OHI needs you, just like the R
and

[29:00–29:30]
That's like the RNs over at Fondren Brown saying about a patient, RN at the public school needs to
be seen about students. A medical assistant can't do that. See, they don't have the educational
expertise. So an RN is where you need to be nurses. Thank you for being there. Follow the Nurse
Practice Act. Classify it, clarify it, notify it. Thank you. Our next speaker is Lig Liz McCuntish.
Macintosh. Macintosh? Yes. Okay.",0
15,0:30:00,0:32:00,"[30:00–30:30]
Okay, thank you for allowing me to speak to you today. I'm here to address a pressing issue
affecting our youngest and most vulnerable students, our elementary refugee children. The lack of
bus resources in particular is causing undue hardship on this population. Allow me to share the
story of a family I know and am close with. Let's call them the Ahmeds. They arrived in the US less
than six months ago, fleeing hardship and trauma. They have been they have a child with significant
special needs. And since their arrival, they have faced a myriad of challenges. Imagine being a
mother who does not yet

[30:30–31:00]
speak the language with three elementary aged children and a husband look out looking for work?
Imagine having to settle in with your eldest child recovering from surgery and yet not having buses
because your refugee camp in Lebanon had access to buses, but the the buses here are not existent.
This is the reality for the Ahmeds and many like them, and our current policy of making students
with two within two miles. Thank you. I see Mr. Candida.

[31:00–31:30]
has arrived. Does he is he ready to speak? He was on the list. Okay. Let's go.",0
16,0:32:00,0:34:00,"[32:00–32:30]
Maestros sin certificación and dinero se gasta en las cosas equivocadas. A lot of kids don't have
libraries or librarians in schools. Some kids have some have teachers without certification, and the
money is spending in the wrong things. Una familia que conocemos donde ambos padres son maestros.

[32:30–33:00]
A family that we know, both parents are teachers, and they moved to Austin to get away from Mr.
Miles. Los maestros están estresados, cansados y asustados y nuestros y nosotros los estudiantes
sentimos eso. Teachers are estressed out.

[33:00–33:30]
Stressed out, tired, and in fear. And we the students, we can feel that. Okay. Finish up your
sentence there, buddy. I cannot vote, but I will keep",0
17,0:34:00,0:36:00,"[34:00–34:30]
talking in behalf in these meetings in behalf of the students in each place. Okay. Um back to adult
speakers. Um Camille Brough is speaker number eleven, and then if uh speakers eleven through twenty
wouldn't mind coming forward, that'd be great. Thank you.

[34:30–35:00]
My name is Camille Brough. Some people like to read Yelp reviews, so I thought I would tell you what
parents are saying about the NES curriculum this year. Unnecessarily challenging and not anything
third graders would find interesting or be engaged with. Garbage. Woof, this looks like prep for the
PSAT. Wow, this worksheet just gave me a borgasm. Not for an eight-year-old. It's all packets and
next to no interaction or room for creativity or growth. It's ridiculous. I'm not having my child
ruin their afternoon.

[35:00–35:30]
night, or free time doing this garbage. And from my own experience, my son was rushing his DOLs and
he was staying with the teacher, which I was okay with. Now that he's passed his DOLs to be met with
packets, he's likely gonna flunk himself on purpose. Our next speaker is Esther Uribe. Hi, I'm
Esther Uribe. September is Suicide Awareness Month. So let's talk about mental health. You have no
way of knowing what's going on in a person's life.

[35:30–36:00]
which is why it's so important to treat other humans with dignity, respect, compassion, and
kindness. The leader sets the tone for an organization. And unfortunately, the tone Mike Miles has
set is toxic. Month after month, you have listened to stories of the detrimental climate in our
schools. He belittles, bullies, threatens, and gaslights his employees. He's removed all joy from
teaching and learning. His culture of fear and retribution causes undue anxiety and his.",0
18,0:36:00,0:38:00,"[36:00–36:30]
And it is arguably abusive. Teachers have had to seek professional help and take antidepressants
just to get through the school year. And students are ultimately suffering. Psychological abuse
isn't just toxic, it's deadly. As someone who's lost loved ones, suicide, I know. I'm grateful to no
longer be under the abusive leadership in HISD. Unfortunately, too many don't have the option to
leave. Board of Managers, when you evaluate the effectiveness of Mike Miles, consider the line.

[36:30–37:00]
Consider the lives he's destroying, the futures he's tearing down. He absolutely does not prioritize
a positive culture for people. Mr. Nor does he maximize human capital by any means. Okay, ma'am,
you're over time, so I'm gonna ask you to please wrap it up in the next ten seconds. Remove Mike
Miles. Thank you. Our next speaker is Thunder Chen. Blood on your hands.

[37:00–37:30]
Alright, I'm gonna speak and I'd like to clarify the I'm not here to appeal to the people that are
betraying Houston to corporate sellouts, but to those sitting shoulder to shoulder with me. To quote
Asada Shakur: Nobody in the world, nobody in history has ever gotten their freedom by appealing to
the moral sense of the people who were oppressing them. Month after month, you've come here in
earnest to only to fall on ears too stuffed with money to keep them. It feels like insanity coming
back to this room.

[37:30–38:00]
In San Diego is doing the same thing over and over again, but expecting different results. It's
about time we did something different. To the people of good conscience, I encourage you to join us
outside as we are continuing to protest. They wouldn't let us stand right on public property in
front of this building. They pushed us outside the gate, but we are still talking. We're still
raising our voices. That's okay, everybody can see you out there. So United We Stand, divided we
beg. No more building for the violence regime.",0
19,0:38:00,0:40:00,"[38:30–39:00]
Our next speaker is Catherine Hoyne. Okay, I'll go ahead and start. Okay, so over a year ago, you
guys swooped in to rescue HISD, promising reform and improvement. But what has the takeover actually
delivered? Parents desperately evacuating 51,000 of their children out of HISD. The coerced exit of
10,000 beloved staff members.

[39:00–39:30]
Wraparound services pulled out from underneath families who relied on them on many a rainy day.
Libraries, sanctuaries of enrichment traded in for in house holding cells, lead infused water,
nearly 250 campuses with AC problems, 170 non functional AEDs, and spotty CPR knowledge against
school nurses. And you are the ones we should trust to handle a staggering $4.4 billion. If there's
anything I can give you credit for, it's that each one of you is consistent.

[39:30–40:00]
Consistent, consistent in mismanaging funds, consistent in being cherry-picked for your seats, and
most of all, consistent in your lack of care for the community. If anyone here is exhausted from
being neglected, thank you, ma'am. Our next speaker is Caroline Walter. Caroline Walter? Yes, ma'am.
I wasn't able to be here on August 8th. As a resident of West Jew, I'm concerned that without
including significant improvements to West Jew on.",0
20,0:40:00,0:42:00,"[40:00–40:30]
To West Hue Elementary School, our voters are not going to support this bond. Parents are choosing
private schools over the number one elementary school in your district because we don't have enough
classrooms inside of our building. We have 14 classes outside in temporary buildings that are 30
years old. I don't have to explain what a security issue this is. Expecting us to vote yes on a 4.4
billion dollar bond to keep those 14 classes outside for another possibly 20 years is unacceptable.

[40:30–41:00]
We need an addition to our exing building and nothing less. You are failing to provide a safe
learning environment for our students. This is a breach of your duty. If you cannot reevaluate, I
respectively ask that you resolve to detach us from HBC and give us back the power to do for our
children what you can in a district that is this size. Thank you. Thank you. Our next speaker is
Cameron Goodman.

[41:00–41:30]
Okay. There's a statue of my mother's alma mater depicting Booker T. Washington, a proponent of
education for black people in the post-Civil War South, lifting the metaphorical veil of ignorance
off of a fellow African American. Booker T. Washington was acutely aware of the critical role
literacy plays in education and ultimately self-determination, saying, if you can't read, it's going
to be hard to realize your dreams. By eliminating libraries at NES campuses, this gap

[41:30–42:00]
This gaggle of unqualified, malignant narcissists is preventing black students from achieving full
literacy by denying them the chance to self select texts, conduct independent research, and read for
pleasure. Miles and company long for a future where they can benefit from the systems of inequality
that have been a cancer to humanity for centuries. Miles, along with his political and business
associates, is attempting to enact a racist, classist agenda where people of the global majority,
also known as people of color, and poor people, are smothered under the veil of ignorance.",0
21,0:42:00,0:44:00,"[42:30–43:00]
Hi, my name is Mindon Tran. I'm a current certified teacher in HISD, speaking on item number two.
Students should be college and career ready when they graduate. I commend the goal of increasing the
number of graduates with an industry-based certification. It's so important for professionals to be
licensed in the industry that they practice. Teachers train for a year.

[43:00–43:30]
Trained for years to earn certifications in their fields. According to the Chronicle, one in five
teachers in HISD is unlicensed. The NES model dictates that any rando off the street can read a
PowerPoint and hand out a packet, but I dare any one of you to step into a high school classroom and
pretend you know the curriculum. Would you hire a plumber to wire your house or a dentist to fix
your roof? The number of uncertified teachers in HISD is underestimated. Certified biology teachers
were told to teach integrated physics and chemistry. Life science and physical science are two
different things. Do you think any untrained person can run a chemistry experiment? Things are gonna
go boom.

[43:30–44:00]
We know you want to burn HIC to the ground figuratively figuratively, but it looks like you want it
to happen literally too. Thank you. Our next speaker is Corey Flores. I know that you're not
listening and don't care what I say, so today I will speak to anyone who will listen. We don't have
to be bullied into a bad bond to get our kids the education and facilities they deserve. The
proposed bond is a bad bond formulated by people.",0
22,0:44:00,0:46:00,"[44:00–44:30]
with bad motivations and bad math skills, who care nothing of our children. The notion that if we
don't pass this bond, we will have to wait forever for a new one is a manipulative fear tactic. The
people behind this bond have all the power needed to get a better bond up and passed quickly. I've
learned to be leery of any leader who campaigns on power but claims none when faced with doing hard
things in office. In 1996, a bad bond failed and a better bond was passed within two years. HISD has
always been under.

[44:30–45:00]
Always been underfunded by the state, and the current budget is being swindled by corrupt unelected
managers who aren't using the sustainability in federal funds available to fix our HVACs or clean up
storm debris.

[45:00–45:30]
Good evening. My name is Anna Lussuriaga. I'm a parent. I am a former HISD student. I'm a homeowner,
and I'm a very grieved citizen. I have a son that is 14 years old. Landon Payton died. He died. It's
all on y'all's clock. We sat here and we're saying, keep our children safe. You haven't done that. I
would like to use the rest.

[45:30–46:00]
I'd like to use the rest of my time for a moment of silence for Landon Payton. Would you guys join?
Stand up. Board has no part. No. Shame on you for not standing. All right, Adam, Paula, Rolanda,
Rick, Audrey, Mike, Miles, come on here. You gotta pick these guys up. Show some respect. The board
joins you.",0
23,0:46:00,0:48:00,"[46:00–46:30]
in in condolences to the family we join you to the fucking thank you ma'am ma'am ma'am we have
excuse me ma'am ma'am in the red shirt ma'am ma'am and yes land yes kelly ma'am we are on screens
across the city of houston if i may please ma'am we cannot

[47:00–47:30]
curse on screen. Thank you all. We are folks, we are as parents. Okay. Folks, we're gonna take a
little

[47:30–48:00]
break and we'll come back. Thank you. The board is in recess at 5 59. Thank you. We're back. We are
back. It is 6 07 p.m. We're gonna resume the meeting. Um a couple of things. One thing is I wanna be
really clear. This board supports the family of the Peyton family. This board grieves for that
family. Um I wanna make one let me make one other thing. Miss Dr.",0
