chunk_id,window_start,window_end,text,old_binary_hit,confidence,binary_hit
10,0:20:00,0:22:00,"[20:00–20:30]
Religion. Obviously, I'm here to speak on the Ten Commandments. It affects my daughter's education
and the kind of environment that all of our children will grow up in. KDIC is in the top 15 most
diverse districts in the state of Texas. Families, my family, and many other families, move here
because they want their children to experience that diversity, to learn alongside peers of many
different backgrounds and beliefs. We have Christian families, Jewish, Muslim, Hindu, Sikh,
Buddhist, and we also have families like mine who are not religious. When we put the Ten
Commandments in every classroom, we sit

[20:30–21:00]
In every classroom, we send a message that one religion matters most. It doesn't build unity, it
creates division. And it risked making students who come from other traditions or no tradition at
all feel like outsiders in their own schools. Last month, this board narrowly adopted the parental
Bill of Rights. While there are many parts of it that I disagree with, I do support the affirmation
that parents are the chief decision makers in their children's moral and religious upbringing. As a
non believing parent, I take that seriously. For me, it's always been important to expose my
daughter to different religions and cultures.

[21:30–22:00]
They grow up, they're not going to spend their entire lives with us. Our job as parents is to create
miniature versions, or is not to create miniature versions of ourselves who think exactly like we
do. Our job is to give them a solid foundation so that they can explore the world critically and
decide for themselves how they want to live. I know this approach works. I have three well adjusted
adult children who were raised the same way that I am raising my daughter now. They didn't attend
this district, but their foundation came from home. That upbringing shaped them into thoughtful,
responsible adults without the state needing to dictate.",0,5,0
11,0:22:00,0:24:00,"[22:00–22:30]
religion to them. That is the value of diversity. When the district promotes one religious code
above all the others, it takes that choice away, not just from parents like me, but also from the
children themselves. While some may find the Ten Commandments meaningful, they are not the
foundation of our public schools. What worries me is the lesson students will learn if we put them
on every wall but do not live by them. During the most recent election, I per personally witnessed
some board members and candidates go all in on violating the very first commandment.

[22:30–23:00]
A very first commandment, bearing false witness by sharing blatant lies against their political
opponents. What lesson does that teach? That values are for show and not for practice? It's not what
I want for my daughter to learn. So I urge you to reject the donations of the posters, not because
values do not matter, but because they do. True values are lived through respect, honesty, and
inclusion. And as a non-believing parent, I want my daughter to grow up in a district where she is
not told that she is less than because her family does not follow a religion. What she where she
learns that diversity

[23:00–23:30]
is a strength and where integrity is lived and not just next is Sandy Cuevas, followed by Samantha
Rich. Good evening, uh members of the board. My name is Sandy Cuevas. I'm a KDISD teach teacher and
parent and a member of Texas AFT. I'm here tonight reading on behalf of another AFT member who
couldn't be here tonight.

[23:30–24:00]
Dear School Board Trustees, my name is Jennifer Epstein, and I am a teacher in KDISD. I am writing
to share how the district's Aetna insurance plan has directly affected my breast cancer treatment. I
was diagnosed with invasive lobular carcinoma, a less common and harder to detect breast cancer, on
July 3rd. My hope was to move quickly and have surgery before the school year began. Instead, I was
repeatedly told that while certain oncology and plastic surgeons took Aetna, they did not accept the
KDIZ version of the plan.",0,5,0
12,0:24:00,0:26:00,"[24:00–24:30]
Doctors who are both qualified and in network. Because of these restrictions, my first surgery was
delayed until September 9, weeks into the school year. The delay was not because I wasn't ready, but
because my insurance made it nearly impossible to access the referred team in time. The financial
burden has been really equally overwhelming. I have already met my out-of-pocket maximum for the
year. The next step in my treatment is reconstruction. Medically, I could wait until summer and
return to my students sooner, but financially I must schedule surgery in December before the plan
resets, even though that means missing eight weeks of school.

[24:30–25:00]
The reality is that losing pay during this time will cost less than starting over with another year
of deductibles and maximums. Adding to this frustration, I recently received a bill for blood work
related to Factor V lightin, a hereditary condition that raises my risk of blood clots. This testing
was essential for my surgeries, my surgeons to have a forecancer surgery, and information that
directly affects anesthesia, surgical planning, and my safety. Yet Aetna denied coverage. Why would
any insurance company refuse to cover a medically necessary hereditary test?

[25:30–26:00]
Hereditary tests that tested positive. Patients should never be left responsible for bills tied
directly to safe cancer care. This experience highlights a larger issue. If teacher pay reflected a
true living wage of our area, the high cost of insurance might be more manageable. But you cannot
expect teachers to endure both low pay and high insurance costs. Together, they create an impossible
impossible situation, one where teachers must choose between their health, their family's finances,
and their commitment to students. I urge you to advocate for a stronger, more inclusive insurance
plan.",0,5,0
13,0:26:00,0:28:00,"[26:00–26:30]
and to recognize how closely this ties to compensation. Teachers should not have to delay cancer
treatment, fight denials for necessary tests, or weigh financial survival against returning to the
classroom. Thank you for your time and for listening to my story. Thank you. Samantha Rich, followed
by Rebecca Tragan. Good afternoon. I'm Sam Rich. Thank you for the opportunity to speak today. I'm a
parent, PT.

[26:30–27:00]
I'm a parent, PTA board member, volunteer, educator, and community member. I'm here to share
concerns about KDISD accepting, purchasing, or posting copies of the Ten Commandments in our public
schools or classrooms. First, posting only the Ten Commandments violates our constitutional rights.
How can we teach civics while simultaneously undermining them? This is not about religious studies
exploring many traditions, it's about endorsing one religion over others. That's not education,
that's exclusion and indoctrination, and neither of which have a place in our public schools.

[27:00–27:30]
Second, what is the plan when students or teachers object? How will the district respond when
displaying the Ten Commandments makes someone feel uncomfortable or unrepresented? When we post the
Ten Commandments in a classroom, they become part of our classroom rules. What happens when a
student doesn't believe in one God? Or a teacher doesn't honor the Sabbath? Do we punish them?
They're not following the classroom rules. Again, that's not education. It's a direct violation of
our constitutional rights, and it exposes this district to serious legal challenges. Third, our
schools don't need scripture to teach values like honesty.

[27:30–28:00]
kindness, and fairness. Our schools, our teachers, are already doing an excellent job instilling
these lessons through civic and ethical principles that apply to every student, regardless of their
faith. Finally, this is a funding issue. Using scarce public dollars for purchasing or installing
the religious posters would be a gross misuse of resources when our schools face real needs, like
supply shortages, inaccessible playgrounds, underfunded arts programs, low teacher pay, lack of
childcare support, teachers and PTAs covering costs out of their own pockets.",0,5,0
14,0:28:00,0:30:00,"[28:00–28:30]
Our district's funding priorities must be clear, and religious displays should not be one of them.
In closing, I urge the board not to accept, not to purchase, and not to post only the Ten
Commandments in KDISD schools and classrooms. Please wait on implementing and prioritize protecting
the freedom of every student and every teacher in a space that supports all beliefs. Thank you. Next
is Rebecca Trahan, followed by Georgia Strickland.

[28:30–29:00]
Good evening, board. My name is Rebecca Trehan. And in addition to being a proud KDISD parent, I'm
also a proud Christian. And while I agree with most of the speakers that came here tonight, as a
official daughter of the American Revolution, whose ancestors actually wrote the Constitution, I
know that the Constitution writes about the separation between church and state. It's protection
against just mandating one.

[29:00–29:30]
religion. I don't think that's what we're doing here. I'm asking you to move forward with the
posting of the Ten Commandments simply because it's in compliance with the law. I don't necessarily
know that I agree with it myself because even in my church, we have it in our hearts, we don't have
it posted at the front of the church. However, I do believe in the Ten Commandments. I don't think
it's a bad thing posting it. And I don't think that we should punish board members who took the time
to get the funding.",0,5,0
15,0:30:00,0:32:00,"[30:00–30:30]
to get the posters and then suddenly say, You followed the law, but we're still not going to do it
anything. I don't think that anyway, I don't think that's sending the right message. And I don't
think that's fair to the board members that took the time to do it and took the time to do it the
right way. It was if it was up to me, I would post the laws and rules for every religion out there,
myself being a strict constitutionalist, but the law is not there yet. So for anybody who has oppod
opposition to it, I completely understand where they're coming.

[30:30–31:00]
from, but I highly encourage them to go to Austin and lobby the legislators to get that changed
because I think the fair and the right thing to do is actually to have the rules and laws of all of
the religions up there, but that's not where we're at right now. So until those laws change, I'm
gonna ask you to move forward because it is compliance in compliance with the law. I'm not trying to
indoctrinate anybody, that completely goes against my constitutional views, but it's the law, and I
would like to.

[31:00–31:30]
And I I would like to see us respect and obey the law and then also maybe have something written for
the teachers to say so that they don't have, you know, an extra burden that they have to deal with.
And if we're posting it, I would ask that we post posters that are child friendly. Um I don't
necessarily know that talking about adultery and killing is the right thing to have in a classroom.
Thou shalt not kill, thou shalt not commit adultery, especially when so many kids don't know what
that is. So maybe if we could have some that are kid friendly, I'd appreciate it. But I'd love to
see posters for everybody.

[31:30–32:00]
Posters for every religion in the classroom. Thank you. Thank you. Next will be Georgia Strickland,
followed by Shafali Shetty. Good evening, board, Dr. Kogorski and President Redmond. Most of you
know me from my many years volunteering for KDISD. I am not only a volunteer, a mother of one KDISD
graduate and two current students. Aside from being a volunteer and a KDSD parent, I'm currently an
employee. I come to you tonight in regards to the decision about our staff health care plan. I know
you've",0,5,0
16,0:32:00,0:34:00,"[32:00–32:30]
pretty much made up your mind, but I'm asking you to at least take the steps necessary to have a
better plan in place for 2027. I probably will not be renewing my health insurance, and here's why.
I pay $120 a month for insurance that I now truly do not see a value in. I recently had a doctor
order a diagnostic mammogram and an ultrasound for me, and I was quoted $1,468.38 to have what is
going to have a procedure done just to see what's going on. Not to fix it. Now, I was not told uh if

[32:30–33:00]
I was simply told the amount and that I would need to pay that at the time of the appointment. I
called a few days before to cancel that appointment because I just couldn't fathom spending that
kind of money. You see, like many moms, I put everyone in my household before me. So I thought,
let's cancel it and find a better plan. When I called Memorial Herman and told him I needed to
cancel, the kind lady asked me why. I told her, Well, I scheduled this last Friday and my
appointment is this coming Thursday, and I just cannot come up with that kind of money on such short
notice or justify spending that money. She said, Did anyone decide?

[33:00–33:30]
She said, Did anyone discuss the billing with you? And I told her no. She said, I'm gonna have
someone call you and see what your options are. So the person told me that she would look at the
self self pay cost. And I said, okay, well, what's the cost with that? She said, $337. Same
procedure. I was shocked. What in the world am I paying $120 a month for if I can get the same
procedure done for roughly 23% of the original cost? For my healthcare provider to tell me self pay
was the better choice was ridiculous. KDSD",0,5,0
17,0:34:00,0:36:00,"[34:00–34:30]
KDSD pays into healthcare for me, and the way I see it, we are both being scammed. The flip side to
me and and the flip side to me coming tonight is not only to advocate for myself but for my
coworkers. As an ASO2 staff member, my take-home pay is $846.50 per check, which means my insurance
would have needed both paychecks to cover it. Now with a $337, I'm left with $509 for two weeks. I
am blessed to not be the sole provider for my family, but others are not. So again, I come tonight
to advocate for others and myself.

[34:30–35:00]
Anyone who knows me knows I'm transparent. I don't sugarcoat stuff, but I feel like you and people
listening need to know and put this in perspective: that you are making decisions for something that
truly, at the end of the day, doesn't affect you because you don't have KDSD insurance. Please
consider doing more research so people don't feel like they cannot make their health a priority for
their family. Thank you. Thank you. Next is Shafali Shetty, followed by Sarah Malik.

[35:00–35:30]
Good afternoon. My name is Shafali Shetty, and I'm a parent of two KDISD students and a PTA member.
Today I want to address an important issue regarding the separation of church and state and why the
Ten Commandments should not be posted in KDISD schools, as it is in direct conflict with our
district's mission statement. KDISD should serve all students, regardless of their religious
background. The Ten Commandments are inherently tied to Judaism and Christianity, and this gives the
impression that KDISD is endorsing one religion over all others.

[35:30–36:00]
In a diverse school district like KDISD, where our students come from various religions, cultures,
and philosophical backgrounds, the action of posting the Ten Commandments doesn't align with serving
all students. Forcing a particular religious view upon them, even in the form of a poster, can
result in feelings of alienation for those who do not share the same beliefs or faith. The First
Amendment ensures that no one religion will dominate the public sphere, including public education.
If KDISD displays the Ten Commandments, it risks violating this principle by suggesting that
students should adopt a particular belief system.",0,5,0
18,0:36:00,0:38:00,"[36:00–36:30]
System. The U.S. Constitution was drafted not just for religious freedom, but to protect the rights
of all citizens, regardless of belief, by keeping religion and government separate. Our schools
should focus on teaching universally accepted values such as respect, fairness, and kindness. This
can be taught, this can be taught with it without an adherence to any one religion. Education should
unite and not divide. It is one thing to teach tenants of all religions so we can understand
different cultures and values, which I would fully support as I'm a firm believer in learning and
having healthy discussions, but that is not what is being proposed. The Ten Computation is a very
important thing to do.

[36:30–37:00]
The Ten Commandments, while a moral guide to many, are only one perspective on ethics. In
conclusion, public schools should remain a neutral space where students can feel safe and valued
regardless of the religious background. Thank you. Thank you. Sarah Malik, followed by Victor Perez.
Good evening, followed by Victor Perez. Oh my gosh. Big stage. I'm about to throw out my whole
speech over here because I just

[37:00–37:30]
heard a speaker, I think, I think, tell us that we should really follow state law and throw out or
change the laws laid down by God, the Ten Commandments. Did I really just hear that? Did you guys
hear the same thing or something different? I did hear that we should change the words to suit our
children and what they're gonna be hearing, right? It's gonna be words on a wall. So one of the ones
that we uh it do have is going to be thou shalt not murder. Quick question though Texas state law
does still allow capital punishment. So are we following that with?

[37:30–38:00]
thou shalt not murder? However, thou shalt be allowed to vote for murder if thou art on a 12-person
jury. Yes, no? We can come back to that one. Um we also have about uh valuing and observing the
Sabbath. Uh what are we telling the Katie Tigers? You can play football over here in school up to
the NCAA, but when it's the NFL Sunday ticket, no, no, we're stopping. Why are we playing here?
Okay, no, no. We'll follow on. We I'm I'm",0,5,0
19,0:38:00,0:40:00,"[38:30–39:00]
sad. This is KDISD. I have two kids in KDISD. Instead of focusing on science and engineering and
technology, instead of focusing on maybe putting a person on Mars, what are we focusing on? We want
to focus on the moral values as a country. Do we? Who did we elect president? That's the moral
values we want to show our children. This is who your president gets to be, kids. But please look at
these words on a wall. These are important. We want to look

[39:00–39:30]
at the words on a wall. You think words on a wall are stronger than the actions of the most powerful
man in the United States? You think those are important? You think it's going to make a difference?
I cannot believe that we are having to come over here and argue against the violation of our
children's First Amendment rights under the Constitution of the United States of America. You know
what? I'm about to break one of those commandments. You know, thou shalt not take

[39:30–40:00]
Shall not take the Lord's name in vain because you know what? OMG. Thank you. Next is Victor Perez.
Thank you, President Redman, Board of Trustees, and Dr. Ugorski. Be not afraid of the Ten
Commandments in our schools in accordance with SB 10. I hope you will agree for thousands of years
in the history of the world, the Ten Commandments have proven to be the premier character education.",0,5,0
20,0:40:00,0:42:00,"[40:00–40:30]
That's what we want, isn't it? Character education. And it's free. Per SP 10 also, if needed, the
Attorney General will defend schools from any claims arising from any school's compliance. The State
is liable for the expenses, costs, judgments, etc., and teachers are not required nor are called to
give any religious instruction. We can do a lot worse than having the Ten Commandments displayed in
our classroom. I hope not only will you approve the change to CDC local, but you will embrace it.
Karen and I

[40:30–41:00]
intend to donate posters, and we hope that the community will join us in donating posters. While I
am here, I also want to express my appreciation to trustees Kuzdella, Cahun, and Teamy for making,
taking seriously a trustee's oversight responsibility to ask questions, to engage discussions, to
press issues that affect our teachers, parents, and the community. First, you push for continuation
of the every five year anniversary teacher bonus program, which would have impacted about eleven
hundred to twelve hundred teachers this year at a cost of less than one million.

[41:00–41:30]
million. The board majority voted down recognizing experienced, loyal teachers with additional
money. The district could afford it and more. Secondly, thank you to trustees Cuzella, Calhoun, and
Teamy for pushing to protect teacher planning time. This is coming about singularly as a result of
your efforts and I hope that everything that's mentioned and promised will be implemented. With
regard to the Discipline Management Plan, the board leadership and the district point of order,
you're off topic No, I'm not off topic

[41:30–42:00]
Is the agenda item right now? Can you stop in the No. Just one second. I indicated that I was also
speaking about a non-agenda item. We have you on the agenda for non-agenda items as well. Okay. Can
can you add some time to it? Yeah. We can put some more time back on. 110. Secondly, thank you to
trustees Kozella, Cahun, and Timi for pushing to protect the teacher planning time. And I hope that
what was discussed here a month or so ago is all being",0,5,0
21,0:42:00,0:44:00,"[42:30–43:00]
implemented. With regard to the discipline management plan, the board leadership and the district's
general counsel made no effort to address concerns expressed by parents and the community with
regard to the policies on assault and fighting and self-defense. Additionally, the board majority
voted to opt out of allowing homeschooled kids to participate in UAL activities as permitted by
state law. This should not have been a big deal at all. Like a spoiled bratty kid, the district
decided to take its ball and go home. Thank you, Trustees Kuzella, Calhoun, and Timi, for your
unapologetic.

[43:00–43:30]
unwavering support of the SB twelve and the parents' rights resolution. Other trustees seem to
struggle and begrudgingly vote for the SB twelve resolution. Finally, thank you for doing your
homework in questioning district operating expenses, capital expenditures, and the tax rate. We're
depending on you to have the oversight responsibility over the over the superintendent and the
district. Thank you so much. Thank you. Next will be Michael Fielding, followed by Takaya Anthony.

[43:30–44:00]
Good evening, esteemed members of the board. My name is Michael Fielding, founder of the Free
Academy. We are a group of students slash teachers with the great privilege to study life and
liberty outside the confines of state accreditation. I graduated valedictorian from Katie High
School in 2008, and I'd love to tell you about my experience at KDISD and what I've been up to since
then. I actually stood before the board once before to explain my perspective. When I was in fifth
grade, the district was rezoning and I learned that I might lose half my friends. Spending time with
friends was the only redeeming quality of school for me, so I started a",0,5,0
22,0:44:00,0:46:00,"[44:00–44:30]
petition and gathered some hundred or so signatures of parents and students who wished to remain
together, but our efforts were in vain. I was sent to seek a ranch junior high against my will.
During the many hours of excruciating boredom, I thought deeply about my situation. I was
incarcerated. At eleven years old, without having committed a crime, I was in lockup. Actually, it's
worse than that. I was being forced to work against my will, without compensation, in a place that I
wasn't allowed to leave. There's a word for that, you know. If nothing else, I learned patience.
Thankfully I have great parents from whom I learned secure attachment, determination,

[44:30–45:00]
determination, and the ability to teach myself anything. I realized I didn't need anyone standing
between me and the information that I naturally craved. In fact, being held captive and graded on my
ability to memorize things that I didn't care about was extremely inconvenient. Luckily my family
got the internet when I was reasonably young, and I took the reins of my own education before too
much damage was done. Another thing I learned from my parents is so personal responsibility. I may
not be able to free all the children you imprison, but at least I can withdraw my funding. You don't
make it easy though. For the past seventeen years I've lived creatively to avoid funding your
education system

[45:00–45:30]
via property tax, or as I call it, the troll toll. I have lived on sailboats, I've lived out of
trucks, I've lived on trampolines and treehouses, tents, a cave, a carport, a trailer, a motorhome,
and twice I purchased cheap land with value below the homestead exemption. I learned a lot from all
these adventures, so I must express my gratitude. Since you're all so fond of unsolicited advice,
here's some to take home. I think you just need to take a long hard look in the mirror, atone for
your sins, and then ask ChatGPT to help you write a letter of resignation. It is unacceptable to
extort your community to fund the involuntary indoctrination.

[45:30–46:00]
of children by threatening to take their homes away unless they pay you. What you do to children is
one of the most insanely idiotic things I have ever witnessed. At no point in your rambling
incoherent education were you even close to anything that could be considered a rational thought.
Everyone who went through it is now dumber for having listened to you.",0,5,0
