chunk_id,window_start,window_end,text,old_binary_hit,confidence,binary_hit
10,0:20:00,0:22:00,"[20:00–20:30]
we want to know that the actions were appropriate. We've been told that they were. We've been told
that not notifying the administration was the appropriate move, that pointing guns and rifles within
four feet of students was the appropriate action. If this wasn't an active threat, it sure felt like
it. Fifty-four students, two teachers.

[20:30–21:00]
and two officers sure felt like it. Thank you. Thank you. Thank you. Emmett Dunbar. Is Emmett Dunbar
here? Followed by Andre Walter. Welcome. Good afternoon. During my last speech at this board,

[21:30–22:00]
I noticed the American flag and Texas flag right there. Surrounded by gold behind you, those two
flags. This explained to me why it is important, sorry, why it is impossible for parents to have
their issues resolved by this board, as that is a foreign flag, those two flags. This practice
started during the days of pirates as a way of letting others know they had taken control over a
ship. This is why every lawyer must be approved by the bar, which stands for the British Accredited
Registry. That's another story. A longer story.",0,5,0
11,0:22:00,0:24:00,"[22:00–22:30]
This flag, through its agents, is the reason they took prayers out of schools. This flag is the
reason you teach the proven lie that of evolution from monkeys that were debunked scientifically a
long time ago. You teach this nonsense, and then you wonder why our kids act like animals. The
scripture calls the devil the great deceiver because he is very good at deception. The New Babylon
is a system, not a specific nation. And this flag is one of the flags of the New Babylon.

[22:30–23:00]
If you Google, you will find you will notice these gold-draped flags in almost all court all courts
of many nations. Wake up. Do you think it's a coincidence that almost every nation, including the
so-called third world country nations, use the same dominion voting system? The Federal Reserve Bank
of the United States is part of the central banking system that controls many nations' finances.
This bank is also part of the Babylonian system. It is a foreign illegal entity in the United
States.

[23:00–23:30]
When the central bank came into existence, they took control over the creation of money that was
supposed to be done for free by the individual states. Once this was done, they had to implement the
IRS to pay themselves the interest owed on the money they lent to the United States. As the economy
got worse due to the takeover, they removed the dollar from being backed by gold in the 1930s, which
would eventually lead to it being worthless. In 1933, 33rd degree Freemason Franklin Roosevelt added
the all-seeing eye to the

[23:30–24:00]
US dollar, transforming it into an occult charm. He also issued Executive Order 6102 on April 5th,
1933, forbidding the holding of gold within the United States. Remove the central bank, and you will
see a prosperous nation. They make sure every leader of these countries are puppets and switch
leaders from Democrats to Republicans to keep the public believing they are selecting their leaders.
They use fear of threats overseas and terrorist threats at home to",0,5,0
12,0:24:00,0:26:00,"[24:00–24:30]
keep us in line. But God is so good and faithful. He is bringing an end to this system. World. Thank
you. Thank you. Andre Walter, followed by Marla Chavez. Thank you for your time. My name is Andre
Walter, and I'm a father of a 16-year-old student and theater kid at Seven Lakes High School. I want
to address the event on Saturday, October 5th, when KDISD police officers responded to what they
thought was an active threat at Seven Lake.

[24:30–25:00]
At Seven Lakes High School. I want to address this event not from a procedural perspective, but the
effect on my daughter. From my daughter's perspective, what she recalls is that she was in a room
offstage when two unidentified men charged into the performing arts center and shouted, put your
hands up, from the audio piped into the dressing rooms, all while not knowing if these words were
coming from police or criminals. Her first reaction was to be stunned, and then she considered
whether she should come out and follow the direction of these unidentified men or to do what her
training taught her.

[25:30–26:00]
Her and to run, hide, and fight. She ended up not using her training and took the risk to go out
with the officers. She exited the dressing rooms. She and her friends were escorted by an officer
with an assault rifle, or a weapon at least, to the stage where her other students were with their
hands up, and she was terrified. Now I don't know whether my daughter what my daughter tells me is
true or not. I don't. Or her experience in it. But it is what she's dealing with now. With very
little other information provided us.",0,5,0
13,0:26:00,0:28:00,"[26:00–26:30]
her parents, about the incident, you better believe that this image of events is what we see too in
how we imagine the event. And it's terrifying, upsetting, and it just makes you want to cry and then
cry again. For my daughter, she won the Empathy Award in eighth grade. So she always puts other
students first. But what she's going through in the meantime is she currently struggles with feeling
lonely. Other kids who weren't there at the school tease them about the event. She feels humiliated
that someone thought that she was an active threat.

[26:30–27:00]
Threat. She feels scared, especially when one of those officers returned the following week and do
security for the school. She's wondering what why is he here again? Is the threat actually real? And
more than anything, why the heck did they put us through that? She's worried and anxious. A teacher
put her on edge recently when she asked a fellow student to take out your gum. What she heard was,
take out your gun. So she got razzled. And it took a minute to resettle. And she's grasping for
companionship and

[27:00–27:30]
feeling more easily rejected and irritable with her tight knit theater community. I mean that that
community is tight, and now everything irritates. I want to summarize in saying I'm happy with that
we have a system that knows how to respond to active threats. I am. That our officers will do what
the officers in Uvalde did not do. I'm happy that our principal continues to let us know that if we
reach out to her, she'll do everything she can to help our kids. But what really hurts is the lack
of a plan to get us back on track. A lack of communication. Thank you.

[27:30–28:00]
Thank you very much. Thank you. Thank you. Maria Chavez. Followed by Rod Lima. That's okay. I get it
all the time. Good evening, Dr. Grigorski and ladies and gentlemen of the board. And good evening,
everyone, uh outstanding human being that is here tonight. My name is Marla Chavez. In 2023, I
retired from KDISD after 22 years of giving you service. And I",0,5,0
14,0:28:00,0:30:00,"[28:00–28:30]
loved it. And I was not even retired a month, and I got rehired as a substitute teacher. So I came
back to Katie the last month of the last school year. That I have worked as a substitute teacher
every single day since the first day of school. I'm strictly staying with elementary because I'm a
past kindergarten and pre-K teacher, and that is my where my heart is. But I've been at Young Blood
Feld and West Memorial Memorial Parkway.

[28:30–29:00]
Parkway, Cimarron, Bryant. I'm trying to get out to as many schools as I can. So I'm here to share
with you, and if I get emotional, it's just because how happy and how I am so thankful to God that
He had given me this opportunity to enter the classroom again and to see the phenomenal teachers and
staff and aides from the office to the custodial staff, cafeteria to everyone that I have
encountered encountered and

[29:00–29:30]
encountered at all these campuses. Their kindness and love that I feel for their position and their
students and their schools is outstanding. And that's why when the teacher said that you should come
and spend a day with a teacher's class to see what it's like, that's what I'm seeing as a substitute
teacher. I walk into a classroom teachers have their lesson plans laid out they have their um even
their advice on how to be with their students. Then I have",0,5,0
15,0:30:00,0:32:00,"[30:00–30:30]
teachers that have invited me to come a day ahead so I could see and meet their students before I go
into the classroom. And that's what's at Youngblood Elementary I was a kin kindergar kindergarten
teacher for a few days and the kindergarten teacher invited me to come to her class before I started
so I could see it. So I got there early in the morning and they were all sitting in their circle
listening to announcements after the pledge. And then she said, Boys and girls, let's show Mrs.
Chavez what we do now.

[30:30–31:00]
Now. And they put up on the board a list of seven affirmations that say they say every single day.
And she looked at me and she said, Mrs. Travis, the boys and girls wrote this. And the very first
word was use kind words to one another. The next one was, oh, this word I've been hearing a lot
bored. It's give respect to my college students and other people. Thank you very much. Thank you.
Thanks.

[31:00–31:30]
Oh my time. I'm sorry. But I want you to tell me. Thank you. Thank you. First. Substitute. Thank you
so much. Thank you. Thank you. Thank you. You too. Rod Lima. Welcome. Looking at those flags over
here, come and take it. Independence. Libre your daff. I find quite interesting that.

[31:30–32:00]
our zero tolerance policy is not a reflection of our beliefs or belief in Texas. Several incidents
I'm so sorry, I'm here to voice my concern about the school safety, especially in school bathrooms,
and the zero death tolerance policy that contradicts Texas Penal Code, Section 931 on self defense.
Several incidents of violence, including one on back junior high in 2023 and panel high in 2020,
showed that KDASD is failing to protect students from bullying. My son was",0,5,0
16,0:32:00,0:34:00,"[32:00–32:30]
a victim of what I believed to be a premeditated attack in a school bathroom on October 15, where he
was falsely accused of stealing a vape cartridge and was physically assaulted. On October 15, the
incident was recorded by the aggressor's friend who watched the aggression and spread the video
online immediately, clearly showing my son was cornered and forced to defend himself. Yet the school
treated this as a fight and punished both students equally.

[32:30–33:00]
Equally, disregarding my son's right to self-defense. What message does this send to students and
parents? The bullies are protected while victims are punished for defending themselves? My son was
struck over 10 times in the head, complain of broad blurry vision, which is a possible sign of
concussion, and yet the school did not provide appropriate medical care or differentiate between the
victim and the attack or the attacker.

[33:00–33:30]
My son to an emergency center and the CAD scan was performed due to the doctors concerned with
regular eye movement. The school expected my son to turn his back to the aggressor and run while the
aggressor was punching him in the head and spine. My son retrieved three times during the video, but
the aggressor continued to punch him with the aggressor friends instigating the background. I had
some critical questions for KDISD. What if my son suffered more severe injuries or worse?",0,5,0
17,0:34:00,0:36:00,"[34:00–34:30]
who died that moment. How many hits to the head must a student endure before they're allowed to
defend themselves? The school zero tolerance policies contradicts Texas law, which allowed self-
defense in the face of an attack. Penalized my son equally with the aggressor, disregard the intent
behind each action. The incident was not a mutual fight, it was an assault, battery, harassment, and
cyberbullying, which is considered a serious behavior according to the study code of conduct. Here's
what I asked the board.

[34:30–35:00]
Here's what I asked the bar today. Review and amend the zero tolerance for instructor. Thank you.
Thank you very much. This concludes the open forum portion of our meeting. Board would now convene
and close the meeting as authorized under section 551.001, the Texas government code, for the
following following purposes. Texas government code five five one point zero seven one, five five
one point zero seven four, and five five one point one two nine.

[35:00–35:30]
The board will now reconvene an open meeting. Today is Monday, October 28, 2024, and the time is 719
PM. On behalf of my colleagues, I welcome everyone to today's regular board meeting. Each board
member received the agenda and documentation for this meeting on Friday, october twenty-five, twenty
twenty-four. The board will receive information.

[35:30–36:00]
and recommendations from staff, administration, and superintendent on these agenda items at
tonight's meeting. Board members will be able to ask questions, receive answers, and should be
prepared to take action. The board has this reconvened from closed meeting. In accordance with
chapter 551 of the Text Government Code, any action arising from discussions in the closed meeting
must be taken in an open meeting. Our first item is a report 7.1, ESL bilingual, a journey to
graduation for emergent bilingual students.",0,5,0
18,0:36:00,0:38:00,"[36:00–36:30]
Our presenter is Rosella Pratt, Director for ESL and Bilingual Programs, Carmen Newyun,
Instructional Officer of Professional Development for Multilingual Learners. Welcome. Good evening,
Board President, Board Members, and Superintendent Grigorski. Tonight, the Office of Other Languages
will take you on an emergent bilingual student's journey to graduation. We're excited to share the
programs that support 23% of our student population in KDISD.

[36:30–37:00]
KDISD representing over 150 countries and ninety-nine or more different languages. This slide here
shows you the district enrollment by ethnicity for this school year. Our largest ethnicity group is
Hispanic Latino, comprising 36% of the total student population. Growth of the bilingual and ESL
population has increased over the last 10 years.

[37:00–37:30]
Years. Currently, we're seeing that we will continue to grow for the 2024-2025 school year. The
numbers in the chart represent end of year numbers. The distribution of emergent bilingual students
across KDISD is shown on this map map sorted by high school zone. All campuses have emergent
bilingual students who are in the process of acquiring English. In KDISD, 62% are

[37:30–38:00]
82% are Spanish speakers, 5% are Mandarin Chinese speakers, 4% are Arabic speakers, and 3% are
Vietnamese speakers. The umbrella slide represents the programs for emergent bilingual students in
KDISD. An emergent bilingual student is a student who is in the process of acquiring English and has
another language as the primary language.",1,3,1
19,0:38:00,0:40:00,"[38:30–39:00]
An emergent bilingual student. The terms are used interchangeably. In KDISD on the left hand side,
you'll see the bilingual program. It is offered in grades pre K through 5. And here in KD, we
identify our program as the one way dual language program. The bilingual one way dual language
program is for students whose primary language is Spanish who meet qualification criteria for
program services. These students receive literacy and academic content.

[39:00–39:30]
Content instruction in both English and Spanish to promote by literacy. We also offer the ESL
programs in grades pre K to 12, which you'll see on the right side, for students whose primary
language is other than English. The ESL program is designed to help students learn English language
skills and grade level content. The ESL content based model provides instruction for EB students by
ESL certified teachers in all content areas.

[39:30–40:00]
While the pull-out model provides English language arts and reading instruction by ESL certified
teacher. The goal of both programs, of course, is to become English proficient and academically
successful on grade level content. Carmen will continue on and delve a little deeper into the
program models on the following slides. The bilingual program we offer in KDISD is the one-way dual
language model. The chart outlines the language",0,5,0
20,0:40:00,0:42:00,"[40:00–40:30]
allocation plan for each level and content area. Students are taught in Spanish and English and are
offered opportunities to make connections cross languages and through the cross linguistic lessons
and bridging opportunities. The cross linguistic connection lessons focus on identifying the
similarities and differences between English and Spanish, while the bridging time focuses on
transferring content area vocabulary from one language to the other. The KDISD Elementary ESL
Content Based Program.

[40:30–41:00]
is a model that is a language acquisition program that serves emergent bilingual students through
English instruction by a teacher appropriately certified in ESL. The goal of the program is for
emergent bilingual students to attain full proficiency in English in order to participate equitably
in school. This model targets English language development through academic content instruction for
all content areas. In kindergarten, the program is delivered through content based ESL, which
provides daily first teach instructions.

[41:00–41:30]
First, teach instruction by an ESL certified teacher. And first through fifth grade, we provide
different supports for students based on their proficiency levels. On this slide, you will find
different supports we offer our students in the ESL program and dual language programs. On the left
hand side, you see that our elementary ESL students receive instruction with the newly adopted HMH
materials. The articulation videos and the resource teach students how to form their mouth to create
the sounds that may not be present in their primary languages.

[41:30–42:00]
You will additionally see a teacher-made anchor chart that includes sentence STEMs and visual
supports to enhance understanding and the development of the English language. On the right hand
side, you see that in the dual language classrooms, we also support the foundational knowledge of
the English language through the use of sound walls. The resource supports students with the
development of both English and Spanish. While both programs have the goal of developing and
becoming English proficient, the dual language program also focuses on building Spanish literacy.",1,5,1
21,0:42:00,0:44:00,"[42:30–43:00]
Literacy. In the dual language classrooms, our students are guided through cross linguistic
connections that bridge English and Spanish to continue that trajectory of bilingualism. At the
secondary level, our newly arrived immigrant students who test as non English speakers are placed in
the newcomer program for one year. The newcomer program consists of specialized English courses,
language development courses, and sheltered content courses that are designed to accelerate their
English proficiency while mastering that.

[43:00–43:30]
grade level content. Students who are at their first three years of attending US schools and are at
the intermediate proficiency of English are placed in the sheltered program. The sheltered program
provides specialized English courses and sheltered content courses commensurate to the general
education curriculum. Students at the advanced and advanced high level of proficiency are placed in
general education courses with an ESL certified English teacher. Students are eligible to receive
linguistic accommodation.

[43:30–44:00]
Linguistic accommodations and all the courses as needed. Some of the resources that we offer at our
secondary level are also supplemental resources provided to our students throughout all content
areas. For beginning emergent bilingual students, we offer Off to Class, Ellie, and Mayan Reader,
which all provide fundamental English, literacy, and academic English lessons. For intermediate
emergent bilingual students, we offer Achieve 3000, which provides lessons and articles recommended
and accommodating.",0,5,0
22,0:44:00,0:46:00,"[44:00–44:30]
And accommodated for emergent bilingual students. For all emergent bilingual students, we offer the
visual non glossary, which provides visual connections to academic vocabulary associated with math,
science, and social studies. Every year, our students have the opportunity to exit the bilingual or
ESL program based on the criteria provided by the state. The criteria to exit students includes
meeting that criteria on TELPASS, the state standardized reading assessment.

[44:30–45:00]
Reading assessments and teacher rubrics as indicated on the chart. At the end of the 23 24 school
year, KDISD successfully exited over 4,000 students. Exited students are then monitored for two
years to ensure academic success. We also offer supplemental programs that are offered to extend
student learning beyond that school instructional hour. Programs included our extended day, KD
Summer Academic Term, and Saturday Science for students.

[45:00–45:30]
In addition to KSAT, we provide work opportunities to high school students through our paired age
learning systems, our PALS program. In fact, some of the PALs that we have previously had have been
emergent bilingual students themselves. Emergent bilingual students are general education students.
Just like all students, emergent bilingual students participate in programs such as special
education, GT, Dual Credit, and CTE. Both programs are supported are

[45:30–46:00]
Are supported by content based language instruction. We offer professional development to support
educators with implementing research based instructional practices and strategies to support the
attainment of instruction for that's commensurate to our students. We also offer support in the
attainment of ESL certification for teachers who are not yet ESL certified.",1,5,1
23,0:46:00,0:48:00,"[46:00–46:30]
Of what the Office of Other Languages offers is a focus on parent, family, and community engagement.
We know the success of our students is directly related to connecting with our parents, our
families, and our community. In KDISD, we have parent centers where parents of emergent bilingual
students are able to enroll in adult ESL classes where they're able to learn English. We know that
students' English proficiency is better supported when parents become involved in the learning
process. Our parent center classes also allow parents.

[47:00–47:30]
Offices also allow parents from various countries to be a part of the Katie community and learn
about the educational system in Texas. In addition to the parent centers, the Office of Other
Languages hosts other parent family and community events throughout the school year. For example, in
September we had our or we hosted an E B Family Steam night that focused on science and technology
activities where over 500 participants were present. And most recently, our office also hosted.

[47:30–48:00]
a K Team Fall conference where parents learned of the many amazing programs that are available in
KDISD. And we had over 200 attend that conference. Our parent centers is something that we're very
proud of. We have five parent centers, locations that are varied in the district with an average
daily attendance of 350 parents for day and evening classes.",0,5,1
24,0:48:00,0:50:00,"[48:00–48:30]
The goal of the Parent Centers is to help all families establish home environments that support
learning and positive parenting. And our locations are over at Hayes Elementary, Hudson, May Creek,
Sundown, and Morton Ranch High School, where we have our evening program. We have seen the many
positive effects of our bilingual and ESL programs through the eyes of our successful students. An
interesting fact about validatorians and salutatorians over the past three years in KDIESD.

[48:30–49:00]
KDISD is that an average of 40% of our KDISD valedictorians and salutatorians are or were previously
emergent bilingual students. And an average of 25% of our KDISD valedictorians and salutatorians are
or were previously immigrant students. We are very proud of our ESL and bilingual programs in KDISD.
Our mission to prepare and inspire each student is achieved by providing ESL and bilingual programs.

[49:00–49:30]
that result in English proficiency, academic success, and readiness for the future. We hope you have
enjoyed learning about how we support the diversity in our community. And we thank you, Board
President, Board Members, and Superintendent Grigorski for being supportive of our bilingual
emergent populations. And if there's any questions or comments, we welcome them at this time. Thank
you very much for your presentation. Any questions or comments? Trustees? Mr. President, I have a
question.

[49:30–50:00]
Ms. Calvin. Uh so I I understand the benefits of bilingualism, and when you look at the graphic that
you showed about the amount of valedictorians and salutatorians who are emergent bilingual or who
were emergent bilingual, I think that speaks for itself. But what I look at is when we have our
English speakers, our native English speakers, and maybe this is a question for this board, and you
can chime in when we know the benefits to mental capacity.",1,3,1
25,0:50:00,0:52:00,"[50:00–50:30]
as it pertains because the children know two languages. They there's a distinct advantage to how
they process information, how they problem solve, how they work with other people because you speak
more than one language. So, how do we bridge that gap for our native English speakers before they
get to high school? Because there is a language model that's open in our brain for a certain amount
of time to learn a new language. So, how are we offering that same stepping off point?

[51:00–51:30]
and advantage to our native English speakers so that they still have the ability to compete in an
ever evolving world that is almost demanding that you know more than just English. I appreciate what
you're doing, I appreciate what you've presented here, but I'm thinking of it how are we flipping
that script and making that just as accessible for our English, for our American students who speak
English as their first.

[51:30–52:00]
language. Does anybody have any answers or thoughts or can you speak to that? Well, I know some
students do participate in like advanced placement programs. They they do have the same
opportunities that our students have in the E B world, but again, that is something that is
available to all students. So our students have the ability to take classes in Spanish with a
dedicated Spanish teacher who's teaching them as a native English speecher or speaker in Spanish as
a native English speaker.",0,5,0
