chunk_id,window_start,window_end,text,,,,,,binary_hit,confidence
10,0:20:00,0:22:00,"[20:00–20:30]
about being punished because other students were talking during lunch. When children are allowed
during lunches, the school has a policy, the elementary school has a policy of making all students
remain completely silent during the next day's lunch or for several days of lunch if their behavior
continues. My son is very quiet, and his teachers usually have to convince him to be more vocal.
After discussing my concern with the principal, she explained the reason for this policy and said,
Quote, we are a team here and he needs to take one for the team. I responded to her saying he's not
going to take one if he's not guilty for something.

[20:30–21:00]
Guilt for something he's not guilty of doing. I told her this policy reminds me of what happens in
our prisons, gangs, and is also a strategy used by child abusers. I was unable to convince the
principal to change this policy at the end of our conversation. I thought America in America, you
are innocent until proven guilty. I guess we lose our God-given rights and constitutional rights if
we are children or if we're in the public school system. During my conversation with the principal,
she said, I was, quote, I was nice enough to open it up for you to have lunch one day a week with
your son. I'm sorry, but I don't blindly trust.

[21:30–22:00]
every teacher to be a nice person. I've heard too many stories of teachers and principals abusing
children in schools. During COVID, schools were given out vaccines to our children without
permission in certain states. I'm one of those parents who likes to stop by randomly to make sure
schools at schools knows I'm what the schools know I'm watching how they treat my son. I'm also
asking this board to allow parents to have lunches with their children every school day if they
want, if they want. The school also needs to change I believe needs to change the policy of making
parents come inside the building with identification when children are of just a few",,,,,,0,5
11,0:22:00,0:24:00,"[22:00–22:30]
Children are just a few minutes late. I believe this policy lacks empathy for parents. Most parents
are in a hurry to drive to work, and this policy could cause them to be late. I'm also asking you to
address school traffic. I suggest the school investigate a way to speed up traffic. My suggestion to
resolve this problem is adding more lanes. I know the school will probably say they don't have the
funds. I say schools always have the money for sports and other things they esteem, but they never
seem to have funds to accommodate parents. My final concern is regarding buses not picking up
children who live

[22:30–23:00]
closer to school. We live about a mile away from school, and if I was unable to, if I was not able
to drop off my children, the school would expect them to walk in this hundred-plus degrees heat to
save money. This policy lacks concern for the safety of our children. Board members, please be aware
that I am not only bringing complaints. I am willing to personally help you discover new ways to
accommodate parents. Parents, I have observed how the public school system has ostracized parents
from decisions made about our children. We are at fault for allowing others to make life-impacting
decisions about our children without our.

[23:00–23:30]
input. If we start making these goals, these schools get our approval. Thank you. Thank you very
much. Our next speaker, Yero Sledge, followed by Lisa Lister Brown. Welcome. Good evening, President
Prez, Dr. Grigorsky, members of the board, and staff. Tonight I will be speaking for a junior high
teacher who is not able to be here. House Bill 1605 became effective fall of the 24 25.

[23:30–24:00]
2425 school year introducing certain teacher protections. The Texas Education Agency Frequently
Asked Questions page for House Bill 1605 has specified updates to the Texas Education Code that
protect teachers in the following ways. For school systems that have adopted instructional materials
that include detailed lesson plans, teachers are not required to turn in weekly lesson plans. Texas
Education Code section 11.164. Teachers cannot be required to use biweekly planning time to create
initial instruction materials unless they're",,,,,,0,5
12,0:24:00,0:26:00,"[24:00–24:30]
Materials unless there is a supplemental duty agreement with the teacher. Texas Education Code,
Section 21.4045. Additionally, regarding requiring meetings such as PLC during protected planning
times, as described in Texas Education Agency Section 21.404, the frequently asked question states
the district may not require attendance at these meetings. However, campuses like Adams Junior High
are requiring teachers to turn in daily lesson plans with nine components in addition to long range
planning documents with about 12 components.

[24:30–25:00]
Teachers must also complete six weeks calendars and weekly newsletters. This all appears to
contradict the Paperwork Reduction Act and House Bill 1605. Teachers have also been required to
attend multiple meetings during their protected planning time since the school year has begun. Based
on these observations, staff would like to know what steps this board will be taking to implement
the House Bill 1605 throughout the district to help ensure that all teachers receive essential
support by minimizing the paperwork and safeguarding planning times. Thank you.

[25:30–26:00]
very much. Lisa Lister Brown, followed by Sarah Atkins. Welcome. My name is Lisa Lister Brown. I'm a
KDISC parent, and I'm addressing last month's board decision to ban all books about transgender
issues other than those that are against transgender people in all our schools, except in high
school.",,,,,,0,5
13,0:26:00,0:28:00,"[26:00–26:30]
Except in high schools where access to such books is allowed with parental permission only even if
the student is over the age of 18. The justification for this censorship is parental rights and
protection of children. What I have learnt about the parental rights movement is that it serves to
privilege the views of a certain small but vocal demographic of our society. It privileges the views
of people who think, pray, and often look like they do. It silences and demonises the rest.

[26:30–27:00]
I'm shocked that people think a book can turn a person trans. Let's get our facts straight. There is
no record of a single KDISD student ever turning trans because of a book. So why is this book ban so
necessary? Let's get real. There is no scientific evidence to prove that a book can turn a person
trans. And frankly, there never will be. Because it's a misconception to believe that a book can
turn a person trans or that people turn

[27:00–27:30]
trans at all. Nobody turns trans. A book won't turn a person trans. Trans people existed before
books existed. And it's never been a social contagion. Because the real trans experience is and
always has been a biological reality, not a trend. One person can't turn another person trans
because and this is because people are born trans or they aren't. It's about what happens in the
womb.

[27:30–28:00]
There is no choice in it. Some people realize for themselves early in life that they're trans, some
people realize it later on. Some people may never realize it, and they sadly never live
authentically the way God intended when they were knit in the womb. But trans is the way some people
are made, not what they turn into, not what they choose to be. If people only believe what
transphobic people say, they will never understand this fact and their perceptions about what",,,,,,0,5
14,0:28:00,0:30:00,"[28:00–28:30]
trans is will always be wrong. For those who only believe what transphobic people say, you'll never
understand how harmful book bans like this are to children and their education, and they will suffer
while you are not ironically announcing how protective of children you are. This book ban is nothing
more than an attempt at thought control, and I'm not alone in condoning it. Thought control and
prejudice is un American. Please stop it. Please reverse it. Thank you.

[28:30–29:00]
Sarah Adkins, followed by Jared Burton. Welcome. Hello. My name is Sarah Adkins. I'm a Katie
resident and the mother of two elementary age students. This is my first time speaking. I'm very
nervous. Please bear with me. As a concerned parent, I need to start by speaking on my personal
upbringing in order to achieve my point. There was not a moment in my childhood where I doubted
Jesus.

[29:00–29:30]
love for me, thanks largely in part to my parents' example, devotion, and faith. I grew up with the
joyful confidence that I am fearfully and wonderfully made. I grew up with the deep knowledge that I
was specifically known in my mother's womb, that I could go to the deepest, darkest part of the sea,
and I would still be known and loved for who I am. Because I am made in God's image. A relationship
with Jesus was knitted into every fiber of",,,,,,0,5
15,0:30:00,0:32:00,"[30:00–30:30]
my bones. My name is Sarah Adkins. I am a mother, I am a Katie resident, I am non binary, and I am
trans. I am fearfully and wonderfully made. The Katie ISD book ban, restricting literature that
mentions experiences like mine may have the face of protecting children, but that face is
duplicitous and the impact is harm. The Bible tells me that the kingdom in that the kingdom of
heaven there is no man or woman, for we are all one in Jesus Christ.

[30:30–31:00]
Christ. It doesn't take high critical thinking to conclude that the kingdom of heaven exists outside
of the binary. How weak is your faith that you let fear feed you lies against precious members of
your community. Is your God not bigger than the binary? The banning of books mentioning gender
identity and the trans experience is a denial of that love, redemption, and power that Jesus
promised all of us. It rejects the kingdom of heaven. At no point in time in my childhood was I
exposed to LGBTQ literature.

[31:00–31:30]
Plus literature. That did not change who I have always been. No book can change who I am. Simply
put, the banning of books that speak on trans existence is cowardly, ignorant, and unchristian. I am
no threat to your children, and age-appropriate literature is no threat to your children. You're
limiting yourself, your community, your hearts, and your souls, and taking all of our children down
with you. KDISD, the damage you are doing to the community you are trusted with educating and

[31:30–32:00]
With educating is shameful, unchristian, and un-American. Educate yourself, educate our children, do
better, be better. Thank you. Thank you. Jared Burton, followed by Amanda Beard. Welcome. Good
afternoon, board. My name is Jared Burton. I'm a senior at Tompkins and president of the School of
Sexuality and Gender Alliance Club. Last month, an association.",,,,,,0,5
16,0:32:00,0:34:00,"[32:00–32:30]
Last month, in a sorely disappointing vo vote, one which could only be explained by the vitriolic
lies and pressure exerted by four members of this board, a discriminatory library policy was put
into place. It was absolutely disheartening to see that certain members only voted a certain way in
order to avoid the harassment they would otherwise face by other members of supporters. These kinds
of indirect intimidation tactics have no place in our schools, and I hope that come election time in
May, you will respect your opponents and run a more responsible campaign than what we saw earlier
this year. More on the policy, persuaded more by people ranting on about prescription medicine and

[32:30–33:00]
Egyptian medicine and cultural Marxism, or traveling speakers who give the same speech to school
boards around the state, the board showed its utter utter disregard for the voices of its students,
its teachers, its librarians, and the people who are actually affected by this policy. In the haste
of trying to read as many vulgar book excerpts as possible to create the illusion of an actual
point, people who supported this policy showed exactly why such a policy is pointless. Before
reading these excerpts, they informed any parents that they may um remove their children from the
room if they so please due to the material that they'll be reading. Does that sound familiar?

[33:00–33:30]
Before the policy, and even now, parents can already monitor all of their kids' library checkouts
and prevent them, prov prohibit them from checking out books with certain themes and content. While
I don't necessarily agree entirely with this approach, the off the option is still there for those
who seek such a resolution. If this room were a library last month, those speakers wouldn't have
even been allowed to read those books out loud. Instead, the best option was giving the parent the
choice to remove their children. This policy only provides the illusion of parental rights by
creating a new problem and then offering parents a solution. With that said, I'd",,,,,,0,5
17,0:34:00,0:36:00,"[34:00–34:30]
like to shift my attention to Ms. Kazella. A couple days after the meeting, last month's meeting,
you reposted a tweet by the Libs of TikTok account on your official KDISD Facebook account. This
tweet praised a speaker who came here from out of district and put the spotlight on this room to a
na to a national audience. For those unaware, Libs of TikTok is a social media account run by Chaya
Raichik who highlights wokeness, especially in schools. Last year, this same account made a post
falsely claiming that an LG a local LGBTQ affirming institution was directly linked to and part of
KDISD, leading to a flood of negative.

[34:30–35:00]
comments and uh harassment on district's social media pages, which led to KDIC accounts having to
shut off replies because of the sheer volume of attacks. In many cases, the people and places
highlighted by Share Rightchick are faced with harassment and bomb threats, including schools like
ours. Ms. Kuzella, shame on you. You could have very well put your students, the people you serve,
in immense danger. I am disappointed beyond words because I expect even you to uphold a certain
level of professionalism, but maybe I give you too much credit. You must do better. If not for the

[35:00–35:30]
physical safety of students who may disagree with you than for the approval of the parents. Thank
you. Thank you. Thank you for your time. Amanda Beard, followed by Tana Weiss. Welcome. Ladies and
gentlemen, thank you for granting me the opportunity to address you today. As a concerned resident
of the Lake House community, I stand before you to express not only my own sentiment, but also the
collective opposition of our neighborhood regarding the proposed rezoning that would designate Lake
House for elementary.

[35:30–36:00]
School No. 48. Allow me to draw attention to the historical rezoning changes our neighborhood has
experienced. When our community was first established, we are thoughtfully zoned for Bryant
Elementary, Katie Junior High, and Katie High School. Many of us made significant purchasing
decisions based on this zoning arrangement. Choices that might have been different had we been aware
of the subsequent changes. To provide context, August 2021, we underwent re we underwent rezoning to
Haskett Junior High. August 22, our zoning shifted to Robertson Elementary. August 2024,",,,,,,0,5
18,0:36:00,0:38:00,"[36:00–36:30]
We were rezoned to Freeman High School, and anticipated in August 2025, yet another rezoning looms,
this time to elementary school number 48. Notably, the proposed August 2025 rezoning would mark our
third elementary school assignment within a relatively short span. Consistent routines and a stable
environment are crucial to the healthy development of elementary age students. Predictable
schedules, familiar surroundings, and supportive relationships foster a sense of security, enabling
children to focus on learning, socializing, and emotional growth. Now let us dive into the

[36:30–37:00]
critical issues surrounding this rezoning proposal. First, I'd like to focus on the traffic and
safety concerns. Our neighborhood already contends with traffic congestion during peak hours. The
proposed rezoning would exacerbate this issue, potentially leading to gridlock near the school
entrance and surrounding streets. It is essential to recognize that our neighborhood has limited
exits, all of which lead to the same street already burdened by congestion. The proposed rezoning
would force us to rely even more extensively on this congested route, with no viable alternative
paths from our neighborhood to the new school.

[37:00–37:30]
Safety is paramount. Moreover, the safety of our children who would need a walk to school cannot be
overstated. Increased traffic poses risks to their well being, and we cannot compromise their
safety. Our neighborhood has faced numerous issues with Clay Road before, during, and after its new
construction. Yet there remains no safe path for our children to walk or bike to elementary number
48. Additionally, existing schools in our area are already operating at or above capacity.
Elementary 48, as projected by enrollment statistics, surpasses the enrollment numbers of the
elementary school we currently attend. Overcrowded classrooms have

[37:30–38:00]
Crowded classrooms affect the quality of education, teacher student ratios, and overall learning
experience. In conclusion, I urge you to consider the long term consequences of rezoning. Let us
preserve the unique fabric of our community, prioritize safety, and protect our property values.
Together, we can find an alternative solution that benefits both the education and neighborhood with
without compromising either. Thank you for your attention, and I implore you to vote against this
possible rezoning. Thank you. Thank you very much. Our final speaker tonight is uh Tana Weiss.",,,,,,0,5
19,0:38:00,0:40:00,"[38:30–39:00]
Good evening, Dr. Grigorski and board. My name is Tana Weiss. I'm speaking tonight on the
invitations extended by the Quad to radical right activists to appear and speak at our board
meetings, people who do not live in our district, people who do not have children in our district,
people who do not have a stake in our schools, people who come in wearing moms for Liberty t-shirts,
people who pose in front of our KDISD logo behind you, and fundraiser.

[39:00–39:30]
and fundraise off their social media pages because they've spoken against whatever you invited them
to speak against. People that I've witnessed, two of you personally, greeting, shaking hands, and
thanking. It's despicable and beyond offensive. Sadly, gone are the days where board members
actually worked on agenda items that benefited our staff and students. Gone are the days where
community members didn't have to watch board members post disgusting videos, attacks on their social
media of KDISD, then declare they aren't responsible

[39:30–40:00]
Responsible for any of it, and it does not reflect on their board duties. Gone are the days where
board members didn't ask far right activists to attack colleagues, calling into question their
Christianity. I'm wondering how many of the quad knows that Mr. Redmond actually launched a church
and was associate pastor at that church. How many of you know he was a youth pastor prior to that?
How many of you don't care and just want people to attack him so you can possibly elect another
minion?",,,,,,0,5
20,0:40:00,0:42:00,"[40:00–40:30]
for your causes. Creating committees to chair and sit on does not equate to action. Creating
controversial policies to discuss and debate what a hot mess those meetings descend into during
those debates, and then declare yourselves the victors, pun not intended. Because you have the
majority vote does not mean you are doing anything positive for this district. You are destroying
morale, destroying public trust in our beloved community. Mr Prezire up for election reelection in
May.

[40:30–41:00]
and although you have started playing fun, fair, positive school board games, this will not save
you. The community sees who you are for who you are. A far right activist who got himself elected by
calling our teachers and librarians groomers, promising to rid our schools of whatever you deem
vile, and pandering to hate groups who sent out flyers claiming that any opposition was woke,
liberal, any other buzzword that makes people angry. You have damaged the reputation of KDISD. But
more importantly, you have endangered.

[41:00–41:30]
students. That is unforgivable. The legacy you are leaving is one of danger, damage, and hate. You
are the problem, not the solution. Thank you. Thank you. This concludes the open forum portion of
the meeting. However, uh what I'd like to do, if uh trustees have no objection, is to go ahead and
consider uh item nine point two oh, and that is uh to to consider and vote on the uh naming of a
facility at Srinko Ranch High School in honor of.

[41:30–42:00]
Coach Gary Dirks, if we can do that before the uh closed session, uh something that's really
special: the naming of a portion of uh the facility uh at Katie Ranch High School uh in honor of
Coach Dirks. Uh this is in recognition of Coach Dirks' outstanding contributions to our district and
his dedication to Katie ISD and the students and community. Uh board members will I have a a motion
uh to approve this uh naming.",,,,,,0,5
21,0:42:00,0:44:00,"[42:30–43:00]
In in the name of Coach Dirks, this uh portion of the athletic facility. Mr. President, I move that
we name a portion, a part of the facility at Cinco Ranch High School in honor of Coach Gary Dirks.
Second. All in favor, press the uh your keyboard. And it's approved 7-0. We have with us tonight um
Dinah Dirks and also his daughter uh Brittany Coker and husband J D. Great, great to have you, and
congratulations.

[43:00–43:30]
Thank you so much. I don't know if if you'd care to say some words, and also we can uh we can take a
couple pictures, maybe with the board uh if you if you'd like. Thanks for thanks for being here and
congratulations. Good evening, President Perez, trustees, and Dr. Grigorski. Thank you for honoring
my father, the late coach Gary Dirks, uh, by naming the Sinker Ranch Track Facility after him. This
recognition would have filled my dad with pride. And it carries profound.

[43:30–44:00]
meaning for our family. Sorry. In reminding us of the enduring impact he had on so many lives. Our
family extends beyond just my mom, my husband, and myself. It includes the countless individuals who
were part of my dad's programs over the years. His athletes, fellow coaches, and supporters were all
integral to the community that he built. By naming the facility after him, you are preserving a
legacy that reaches beyond titles and accolades, honoring the spirit of unity and excellence he
fostered. This track will forever represent what my",,,,,,0,5
22,0:44:00,0:46:00,"[44:00–44:30]
dad believed in the importance of hard work, dedication, and striving to be the best version of
yourself every single day. This facility also symbolizes the incredible opportunities that
Tragenfield offered to my dad and the many athletes who flourished under his guidance. It represents
the countless hours of dedication he devoted to a sport he loved deeply and the passion he inspired
in everyone he coached. His commitment to nurturing talent and fostering growth not only shaped
individual athletes, but built a community rooted in excellence and perseverance.

[44:30–45:00]
Perseverance. Personally, this facility will always be a place where I can come to feel my dad's
presence, and for that I am profoundly grateful. This track was where we spent so many moments
together. And now he'll always be part of it. Lastly, I want to take the opportunity to thank you
again, as well as the parents, athletes, and my dad's colleagues, for the unwavering support and
dedication to his programs throughout the years. The commitment of this community has helped shape a
legacy that will continue to inspire future generations. Thank you once.

[45:00–45:30]
again for ins bestowing this incredible honor on him. Thank you. Thank you. Thank you. Thank you so
much. Mr. President, Mr. President, point of personal privilege, please. As um the PTSA president
during that time and our son who was in the athletic uh department during Coach Dirk's time, he was
an incredible leader, kind, helpful, always focused on students and so positive. And you're exactly
right, Ridney. His he's gone too soon and his spirit lives there because of the incredible impact he
made on

[45:30–46:00]
athletes and his colleagues and parents. Thank you.",,,,,,0,5
23,0:46:00,0:48:00,"[46:00–46:30]
Do you want us to do that? Yeah. Okay. Good, good job.

[47:00–47:30]
All right, we can do a couple. And three, two, one. And then three two one. Last one, that's one.
Congratulations.

[47:30–48:00]
I don't know. No, you don't have a close.",,,,,,0,5
24,0:48:00,0:50:00,"[48:00–48:30]
Okay, well that now that concludes the open forum portion of our meeting. Uh the board will now
convene in closed meeting as authorized under section 551.001 of the Texas Government Code for the
following purposes: Texas Government Code 551.071, 551.072, and 551.129

[48:30–49:00]
The board will now reconvene an open meeting. Today is Monday, September 23rd, 2024, and the time is
6 55 P.M. On behalf of my colleagues, I welcome everyone to today's regular meeting. Regular board
meeting. Each board member received the agenda and documentation for this meeting on Friday,
September 20, 2024. The board will receive information and recommendations from staff,
administration, and superintendent on these agenda items at tonight's meeting.

[49:00–49:30]
Board members will be able to ask questions, receive answers, and should be prepared to take action.
The board has just reconvened from closed meeting. In accordance with Chapter 551, the Text
Government Code, any action arising from discussions in a closed meeting must be taken in an open
open meeting. We will consider item 7.1. Consider board approval of resolutions to declare and
designate district property as surplus property. So I have a motion on this item. Mr. President, I
move that the Board of Trustees approve.

[49:30–50:00]
Board of Trustees approves of a resolution to declare and designate district property as surplus
property as discussed in closed meeting. Is there a second? Second. Second. We'll now proceed to
vote. Board members, please record your vote on the screen via your keypad. The motion is carried
70. We now move on to reports. We have first a report 8.1, item 8.1, Katie Independent School
District Education Foundation annual report.",,,,,,0,5
