chunk_id,window_start,window_end,text,binary_hit,confidence,
10,0:22:00,0:24:00,"[22:00–22:30]
until the end of the public comments and hear all such complaints individually in closed session.
Under the law, the board cannot deliberate, discuss, or make a decision on any subject that is not
on the agenda. So, as a general matter, the board does not respond to questions at public comment.
Specific factual information or review of existing policy, however, may, where legally allowed, be
provided in response to inquiries or questions. At this time, we will begin public comment, and our
first speaker is Diana Alexander. We ask that you come forward to the micro.

[22:30–23:00]
You come forward to the microphone and please state your name, address, and the agenda item number
you are speaking about. Diana Alexander, 77043. Hashtag SOMO Spring Branch. Esteemed trustees and
staff, today marks the beginning of Banned Book Weeks. Sorry, big band books week.

[23:00–23:30]
Week. And in that spirit, I chose a quote from Fahrenheit 451 from Ray Bradbury. Books were the only
one, sorry, books were only one type of receptacle where we stored a lot of things we were afraid we
might forget. There is nothing magical in them at all. The magic is only in what books say, how they
stitch the patches of the universe together into one garment for us. Tonight, the board is
performing the second reading of Policy 7HEF.

[23:30–24:00]
HEF Local Instructional Resources to eliminate the current policy in place. I have a question. Where
is the new policy? In the current policy, it says that the board shall rely on district professional
staff to select and acquire instructional materials and library books. A bit of background: this
board has displayed an overreach of power by assuming the process of book challenges, removing that
control from professional staff, past hostility against books and",0,5,
11,0:24:00,0:26:00,"[24:00–24:30]
libraries is evident by this board. Questions Is this new policy going to remove that responsibility
from professional staff? Why is the policy being removed without discussion of what will be put in
place in its stead? Are professional staff involved in this process or is it in the hands of board
members and attorneys? Is there a concept of a plan? Are you operating in good faith? I'm going to
circle back to Ray Bradbury, who showed me how to.

[24:30–25:00]
He showed me how to wonder wonder through words. Later, when I met him, I shared his influence on my
life. The gift of wonder and choice belongs to all children in SBISD. It's awfully short-sighted to
undermine teachers and literature by over-regulating literature. Though the Heritage Foundation and
other others advocate for a classical curriculum, these are public schools and they belong to all of
us. You are on the board, but you work for the community, all of us.

[25:30–26:00]
All of us. PS to the public, please ask the board and administration how are they supporting voter
registration efforts for high schoolers as required by law. Thank you. Just a footnote before uh
Jennifer Highland comes up. Jennifer, you're next. Um ban book week or month or whatever it is now.
I just want to note that SBISD does not ban books.",0,5,
12,0:26:00,0:28:00,"[26:00–26:30]
And books. Our policy calls for educationally suitable and age appropriate books in our schools.
This policy, which we'll discuss later, just is on the agenda as we last year split EFA and EFB into
two policies. Jennifer, you're next to the question. Thank you for letting me speak.

[26:30–27:00]
My name is Jennifer Highland. I live at 815 St. Francis Lane, and I would like to address the board
regarding a non-agenda item. I'm here tonight to speak about October being Dyslexia Awareness Month,
and I would like to propose that SBISD recognizes it as such. I'm going to need you to bear with me
because I'm going to read the proclamation that will be issued by the City of Houston to our group
Empowering Dyslexia for Spring Branch Houston on October 8th at City Hall. Whereas dyslexia is a
specific learning disability that affects approximately one in five individuals worldwide,
regardless of

[27:00–27:30]
age, race, or socioeconomic status, and whereas dyslexia is neurological in origin, often inherited,
that affects the way the brain processes language and therefore presents challenges with reading,
writing, and spelling, which results in difficulty with reading comprehension, which then impedes
knowledge acquisition, despite kids having average or above average intelligence. And whereas
literacy is a critical skill needed for educational success, and students who do not read at grade
level by third grade are four times more likely not to graduate from high school, whereas a

[27:30–28:00]
Whereas approximately 80% of Texas inmates are illiterate, and 48% of those are believed to have
dyslexia. Whereas 95% of reading disabilities are preventable with early identification and
intervention. Whereas Dyslexia Awareness Month provides an opportunity to educate our communities
about dyslexia, dispel myths and stereotypes, and celebrate the strengths and achievements of
individuals with dyslexia, and is crucial to promoting understanding, early identification, and
effective interventions that can empower individuals.",0,3,
13,0:28:00,0:30:00,"[28:00–28:30]
with dyslexia to succeed academically and professionally. I personally would like to call upon
educators, parents, advocates, and community members to join together and commit to bring awareness
about dyslexia and also for the implementation of specially designed reading instruction that aligns
with state law and the most current evidence based research for every dyslexic child in Spring
Branch SBISD. Thank you. Thank you. Jill Highland.

[28:30–29:00]
Hi, I'm Jill Hound. I live at 815 St. Francis Lane, and I would like to address the board regarding
a non-agenda item. Every October, Dyslexia Awareness Month is recognized globally, and I am here to
ask the board to officially acknowledge October as Dyslexia Awareness Month in Spring Branch ISD. I
am a tenth grader at Stratford High School. I'm a dyslexic. I have always been dyslexic, and I
always have dyslexia. It is a lifelong condition. I also have seven cousins that live in Spring
Branch ISD area who

[29:00–29:30]
are also dyslexic. Dyslexia is genetic and runs in my family. Dyslexia is a specific learning
disability that affects reading, spelling, writing, and sometimes speaking. It is related to
difficulties in processing language. Neuroimaging shows that brains of people with dyslexia process
written and spoken language differently than non dyslexics. However, dyslexia is not linked to
intelligence. Dyslexia is usually the usually have average or above average intelligence. Their
difficulties lie in reading and processing written language.",1,3,
14,0:30:00,0:32:00,"[30:00–30:30]
not their cognitive abilities. In fact, many accomplished people such as Walt Disney, Tom Cruise,
Steve Jobs, Richard Branson, Agatha Christie, and Albert Einstein are dyslexics. In Texas, laws like
HB 3928 ensure compliance with the Federal Individuals with Dyslexia Education Disabilities
Education Act, ensuring that students with dyslexia receive appropriate accommodations in schools.
With the right diagnosis and research-based interventions, dyslexia can improve their reading skills
and excellent.

[30:30–31:00]
Skills and excel in both school and life. While dyslexia cannot be cured, early intervention and
proper support are key to helping students succeed. Thank you for allowing me to speak tonight. I
will I hope you will consider recognizing October as Dyslexia's Dyslexia Awareness Month and Spring
Branch ISD. Thank you, Jill. That was great. Juan Jose Reyes,

[31:00–31:30]
Good evening. My name is Juan José Reyes and I live in zip code seven seven zero seven nine. I'm
speaking regarding item seven B, BFA, Local Ethics, Conflict of Interest Disclosures, and item six B
request for approval of Athletics and Arts Stakeholder Committee. First of all, I want to
acknowledge my mistake in the last comment to this board. I misspoke and said you were going to
remove the disclosure requirements. Anyway, this changes little to what I said afterwards.

[31:30–32:00]
What I said afterward. The fact is, even when the disclosures are made, the conflict of interest
does not disappear. What I don't see in this policy is any consequence for not complying with the
requirement. Or as I have pointed out several times, what happens with the public believes that
someone is not living by the rules, did not disclose in a timely manner, or actually withholds
information about groups like SBMSA that are not following the policies. Again, I believe Caroline
trustee Caroline Bennett knowingly ignored the board policies and has even aided her employees.",0,3,NOTE CHECK W GROUP
15,0:32:00,0:34:00,"[32:00–32:30]
Even aided her employer in breaking the rules. I asked here, since I have been bringing these issues
up for almost a year, has anyone on this board asked the district to demonstrate that SBMSA is
complying with the MOU? I actually have documents prov proving that the MOU is not being complied
with. So why even bother having it? I had an hour-long meeting with Athletics Director Pesh Hershey,
where I showed her all the evidence. She promised to look into it only to then say to me that she

[32:30–33:00]
was advised not to talk to me anymore. By whom? So I ask here. Who in the district should I contact
then? Who? Who? Mr. Reyes, it's your public comment time. Now, about the Athletics and Arts
Stakeholder Committee, it's just crazy to believe that with the financial crisis.

[33:00–33:30]
of the district, the body is willing to have employees use their limited time for this. However,
this is not the worst. They want to appoint SBMSA as one of the members of the committee, once again
ignoring the conflict of interest, as SBMSA receives hundreds of thousands of dollars in free rent
for from the district. Of course, they want more facilities they can use for free. The other three
organizations are basically tokens, just like the judge said last week.",0,5,
16,0:34:00,0:36:00,"[34:00–34:30]
Have different priorities and not only sports. People who think that we need more librarians,
counselors, and psychologists to help our kids succeed so that they can give balanced input to see
if this kind of investment makes sense. Also, I think it's a valid to ask how many of the people on
the boards of these groups live north of A10? Will the committee as proposed reflect the needs of
the entire district? On a separate issue, it's just sad that the board continues to fight and spend
valuable resources.

[34:30–35:00]
resources fighting a lawsuit that will result in broader participation of the community in the
decision making of the district. Thank you. Mr. Reyes, you might be interested. I pulled some
numbers before your comment today from email. Well I'm gonna announce them today. From twenty
seventeen to twenty twenty four SBMSA gave back eleven point one million dollars in improvements,
field maintenance and utilities. This is our speaking to me. I'm speaking

[35:00–35:30]
I'm going to say that all those are gifts for themselves that they only use. Mr. Reyes, you had your
four minutes, and now I am speaking. Okay. We are in our 63rd year of partnership. Of that 11.1
million, 7 million was total improvements, 2.8 million on maintenance, and 1.3 million on utilities.
They also awarded $744,411 in scholarships during that time. The next item on the agenda.

[35:30–36:00]
is a request for approval of resolution setting the 2024 tax rate. Dr. Blaine. Christine Porter is
going to come to the podium and take us through a very brief presentation of the tax rate adoption.
Christine, I'm going to turn this over to you. Thank you. Dr. Blaine, President Alpey, and members
of the board, I am pleased to have the opportunity to bring you this tax rate adoption presentation.",0,3,
17,0:36:00,0:38:00,"[36:00–36:30]
As a reminder, the board approved budgets for the General Fund and Debt Service this past summer on
June twenty fourth, twenty twenty-four. The twenty twenty four tax rate is based on taxable property
values as of January first, twenty twenty four. At the time of the budget approval, we only had the
certified estimates that had been provided by Harris Central Appraisal District, or HCAD, and those
were provided around

[36:30–37:00]
April of 2024. So at the time we had an assumed total tax rate of 1.0764 cents using a taxable
property value increase estimated provided by HCAD of 1.4%, bringing the total taxable property
values to $42.3 billion. We actually just received our first certified role from HCAD for the 2024
tax year with 93% of the property actually certified and now reflects a 2.2%

[37:00–37:30]
increase from last year's original values. This chart shows a breakdown by property use category and
the change in both values and units from this time last year, with a total number of units reaching
almost 66,600 units. Please note that residential single family homes have an estimated value
increase of 5%, and the next largest category by value is commercial real property, which has an
estimated values increase of 1%.

[37:30–38:00]
It's also interesting to note that well over half of our value is based in our residential homes
category. Of all property accounts, 71% are residential, single family homes. And of those, 74% have
homestead exemptions, meaning that almost three quarters of our homes are actually lived in and are
not being rented out. And of those homestead exemptions, over one third, almost 38%, have frozen
levies because",1,5,
18,0:38:00,0:40:00,"[38:30–39:00]
Because they qualify for either the over 65 or disabled exemptions. And to look at it another way,
we have 20% of our property has a frozen levy because of those qualified exemptions. This is similar
to the breakdown from the previous year, but every year it tends to is trending up. This data also
confirms that Spring Branch is what's called a rooftop district. Because both in values, as shown on
the previous page and counts, the values are made up of many more houses versus commercial property.

[39:00–39:30]
So we provided information at TEA with July certified estimates that were provided to us by HCAD
with that value growth. Our maximum compressed rate plus our golden and copper pennies for general
fund will be 77.19 cents. And the debt service fund will be 30.45 cents for a total of that same
1.0.0764 cents, which is a quarter of a penny reduction from the

[39:30–40:00]
2023 tax rate. A.25, excuse me, a.0025 reduction. And this was what was estimated in June. This
chart shows the history of our tax rate for the past few years and continued compression has dropped
the tax rate by just over 23 cents or 23%. While this continues to reflect a reduced tax rate,
please note that any one tax rate, any one taxpayer may actually pay an increase tax bill because it
is dependent on their",1,5,
19,0:40:00,0:42:00,"[40:00–40:30]
specific tax values for any given year, on what increases or adjustments happen to their taxes. And
that increase might actually offset any decrease in tax rates. This last chart just shows a
comparison to some surrounding districts. We've listed only the ones that we could find publicly or
on Truth in Taxation Notices. And as you can see, we continue to be one of the lowest in the area
when taxes are calculated on a $500,000 home. And so thank you for the opportunity to present this,
and I appreciate your vote on the adoption.

[40:30–41:00]
So the tax the tax office can now move to the next step of preparing those statements. Do we have a
motion? I move that the tax rate of one dollar and.0764 be adopted. Second. It has been moved by
Courtney Anderson and seconded by John Perez. Is there any discussion?

[41:00–41:30]
All those in favor say aye. Those opposed say no. The motion is approved by a vote of seven to zero
that we approve the resolution setting the 2024 tax rate. The next item on the agenda is a request
for approval of Athletics and Arts Stakeholder Committee. Do we have a motion? So moved.

[41:30–42:00]
Second. It has been moved by Courtney Anderson and seconded by Caroline H. Bennett. Is there any
discussion? No one? Just I guess to kind of give some background on what this is. Um this agenda
item is the charge and composition for the formation of the athletics and arts state.",1,5,
20,0:42:00,0:44:00,"[42:30–43:00]
And Arts Stakeholder Committee. This is in connection with the board's recent conversations in the
last few meetings about capital improvements needed at our central athletics facilities,
specifically Tully Stadium and our natatorium, and some aspects of our high school athletic
facilities such as baseball and softball fields and gymnasiums. This proposed stakeholder group of
staff and community members, students, and partners would convene as information is available in the
next few months to provide feedback.

[43:00–43:30]
Feedback to the board as the work continues to assess these needs. The purpose of this committee is
very narrow. They will not be determining the proposed projects, for example. Those will be
determined by the board, but we do value the important opinions and input of our community and want
to hear what these stakeholders have to say. Anyone else? I would only add that when you look at the
composition of the group, I do think I mean that there will be.

[43:30–44:00]
a great deal of representation across all areas of the school district, both on campus through you
know, organizations and groups that are involved with the district, but they'll be all over. And I
would add that I guess the scope of this um potential work will affect every single high school in
our district um and the facilities that are shared by all of our district needs and kids from all
over.",0,1,
21,0:44:00,0:46:00,"[44:00–44:30]
Just for confirmation, I'm reading this. This is the same or similar to past bond advisory groups we
put together that their recommendations will be brought to the board. They're not binding, but they
are a consensus representation from those committee members. All those in favor say aye. Aye. Aye.
Those opposed say no. The motion is approved by a vote of seven to zero that we approve Athletics
and Arts Stakeholder Committee. The next item on the agenda is a second reading and a

[44:30–45:00]
Second reading and adoption of ten local policies. They are listed out in the agenda, so I'm not
going to read them all individually. Given that we have these 10 local policies for adoption, we
will proceed with one motion unless a board member requests to address a particular policy
separately for discussion and consideration, kind of like our consent agenda. Is there any such
request to pull one out? So I think we might need to pull EEH out. I'd like to propose a quick
amendment to that one. But I think the others

[45:00–45:30]
I haven't received any comments. Um I guess the only thing I would throw out is I did receive a
comment from the public asking why we were removing EF with no replacement to it. And perhaps they
just missed the fact that the last two years we've spent removing EF by the creation of two new
policies in EFA and EFB. Um as you said earlier. Okay, so as to policies A through J, taking out G,
which is EEH local.

[45:30–46:00]
EH local. Let's go ahead and I guess take care of that. Is there a motion for those policies? So I
move that the board adopt uh listed policies A B C D E F H I J as presented. Second. It has been
moved by John Perez and seconded by Shannon Mahan. Is there any discussion? Those in favor say aye.
Aye. Those opposed say no. The motion is approved.",0,4,
22,0:46:00,0:48:00,"[46:00–46:30]
by a vote of seven to zero that we approve A B C D E F H I J. Now as to G, is there a motion? I move
that the board adopt listed policy uh G E E H local as presented. Second. It has been moved by John
Perez and seconded by Chris Ernst.

[47:00–47:30]
By Chris Ernest. Is there any discussion? Yes, I asked John to pull this. When I read the policy, it
talks about waiting for four weeks until we get a homebound services assigned. And to me that just
seems way too long. I worry about how much school can be missed within four weeks. And so I didn't
know if this was just something that was set by TEA or a recommendation or

[47:30–48:00]
Or is there any way to change it to two weeks? Ten days seems a lot more manageable than twenty.
Annie, do you want to come to the podium? Yes. And within that two weeks or four weeks, the
documentation that is needed to deem the student needs homeschooling because I know of personally a
situation with a family that it was just very confusing, and I just don't know if that needs to be
laid out in this. Yeah, I'd also like to invite our executive director.",0,4,
23,0:48:00,0:50:00,"[48:00–48:30]
of student support services, Lance Stalworth up here to join me because it's my understanding that
the four weeks is just that to make sure all of the paperwork and all of the other processes are in
place and that there's time to set up the schedule and assign the person. But I'm not sure if we're
required or held to that, if if we were able to start early or if we could go ahead and start
sooner. Yes, good evening. So we we when we have a situation like that, um Courtney, just to your
point, we want to expedite it as quickly as possible. So it just simply gives us the time that we
need to make sure that.

[48:30–49:00]
we've gotten the right information from the doctors to establish the schedules, to work with the
home campus as well as with the family, and the doctors put everything in place. But we want to work
as quickly to get uh services up and running as possible because clearly four weeks to your point is
a long time out of school. So the paperwork is on our end or the parents with the medical stuff? So
it's a combination. Okay. It requires us to get notice directly from the doctors. So usually then
that's a visit from the family to the doctor, uh, the doctor to be able to generate and send us the
forms for us to do the review, set up the schedule, make sure the accommodations are worked out. So
it's it's a bit of a process.

[49:00–49:30]
Which it's a bit of a process, but we go as quickly as we can. Because usually if they're if a
student's gotten to the point where they're asking for homeboys, usually they've been seeing
multiple doctors for multiple months. This isn't just a, hey, I've got the flu type situation. It's
usually more extenuating circumstances. So to me it just it was worrisome to have, you know, just
can we say ten days, as long as they have their information in place to you guys? Yeah, I don't I
don't think that there's any particular, you know, to Annie's point, that that we're limited to a
certain we're gonna we're gonna sit there with everything.

[49:30–50:00]
and not and then not start moving as quickly as possible. As soon as we have everything in place, we
begin the services. I I will say, and I I'm you know, I've not was over academics quite some time
ago, but I will say that so it can be on either end, can be either school paperwork or the doctor's
paperwork. And sometimes it's also a matter of scheduling, like working with the doctor's schedule
and seeing the child and making sure you're you're you have all that in place. So what we could do
is it doesn't have to say four weeks, but I I would be worried about putting a lot time in there
that's too soon that then we couldn't meet.",0,5,
24,0:50:00,0:52:00,"[50:00–50:30]
by the letter of the law. So maybe we could look at verbiage that says it we will expedite as
quickly as possible. But it sometimes I know it's it can be on either end. And like I said, um I
remember working with a case quite some time ago that the holdup was actually making sure that the
we were working within the confines of the appointments. This child was hospitalized, and so there
was there was a lot of um um nuances to the scheduling, and so I I

[51:00–51:30]
think we have to allow ourselves that we could have that, but to your point, most of them probably
don't take that long. So could we maybe figure out some verbiage to give some flexibility in there?
So it's it doesn't say four weeks. Right. We could look at as soon as reasonably possible. I think
sometimes there is expectations when that decision is made that it's like an immediate, and so part
of that is to give the system time to work out the best scenario with you know all of the pieces of
documentation. But as soon as reasonably possible is cow is how we operate anyways. So how does it
work when um so say the student

[51:30–52:00]
you know, or the parents come to you and they say, Hey, we're gonna be, you know, getting treatment
in Florida and we need help. And we went through that case last year where we went back and forth
because the state of Florida wouldn't work with us, and it was it was a mess. And not on our end,
but trying to work with the state of Florida. What um if there's if there's any IEPs in place, does
that change timelines? It really depends on the situation with the student. So there's such unique
situations that require homebound in a situation like you're just",0,5,
25,0:52:00,0:54:00,"[52:00–52:30]
Situation like you're describing where a student has their only option for treatment is across lines
of the state. You know, we really do, and Lance and I worked very particularly on that case because
it's not something we usually would put into a policy as something that is offered, but in the best
interests of the student and to not interrupt any more of their educational experience and the
familiarity was important for us to figure it out. And we were able to there, you know, the state
does allow certain waivers and opportunities for us to make case by case decisions. That's my next
question was um what happens to the kiddos in in

[52:30–53:00]
While they're waiting to get the schedule set up with the homebound services, but they're not in
school, are they able to be asynchronous or how what does that look like? Usually our teachers work
closely with our students or our administration at our campuses do to make sure that they're still
keeping up with their coursework, that they're able to join in in a way that makes sense, um, so
that they're not just doing nothing, so that that transition is smooth without a gap. Good. I just
know how hard it is to catch up, even when you've been, you know, sick a couple of days. Absolutely.
So thank you guys. I I just have one additional question.

[53:00–53:30]
Question. And maybe I was just misreading this initially, but it it appeared to me that the the four
weeks was the duration of the homebound or the confinement, not necessarily the waiting period to
receive the services. Can you clarify? So we're looking at at typically we want to, you know, a
student needs to have been the need for homebound for four weeks. Doesn't mean it can't go longer
than that. But to to the point made earlier, these are not in situations where a student has the flu
for, you know,

[53:30–54:00]
a week or 10 days, we are looking for more significant um pieces than that where we would actually
schedule in a homebound teacher to come and provide the services. So, yeah, there is there is the
certainly that requirement as well that we're looking for that four weeks. So that may have been um
what you're referencing. Either way, we want to expedite, get them in as fast as we can and make
sure that it's that it meets the the rules around the homebound. I just wanted to add that I think
it's real important that each campus administrator understands that this is an option because with
the situation with one of my dear family friends.",1,5,
