chunk_id,window_start,window_end,text,old_binary_hit,confidence,binary_hit
10,0:20:00,0:22:00,"[20:00–20:30]
will be Richard Merriman, the principal at Raines High School. Good evening, President Redmond,
members of the board, Dr. Grigorski. Picking up where we left off last week, I'm here tonight to
present Raines Academy to you as part of the academic presentation series you've been experiencing
this year. As you will undoubtedly hear tonight, the term innovation will be used frequently to
describe the future KDISD is heading toward with new programs and opportunities for students. Since
our doors open in January of 2022, at a

[20:30–21:00]
At our new facility, Raines Academy has been the leader in innovative opportunities for students
across KDISD. As referenced in our mission statement, Raines Academy creates innovative learning
experiences and provides unparalleled growth opportunities to inspire our students to create a
better tomorrow. To this end, students have the opportunity for hands on experiences, industry
certifications, and innovative coursework. The creative innovative spirit was already taking shape
prior to my being named principal, as our building was being designed to support classroom and
meeting spaces that allowed

[21:30–22:00]
for a flexible, hybrid learning environment to take place. Additionally, we serve all ten of our
comprehensive campuses as well as Miller Career Center. We offer students the opportunity to select
a schedule that meets their needs. Interestingly enough, we do have students who are highly
motivated and will attend from 7 a.m. to 6 p.m. Students on our campus have traditionally not had a
positive school experience, and we put a lot of focus on building capacity with them to celebrate
the smallest of successes to ultimately earn a high school.",0,5,0
11,0:22:00,0:24:00,"[22:00–22:30]
diploma. To highlight this, each time a student successfully completes a half credit course, they
get to come down to the library, fill out a leaf, get a snack, and this is the good stuff, we don't
skimp, okay? And they get to place this on the wall as seen in this photo. Upon successful
completion of all graduation requirements, we do a graduation celebration over the PA system where
we celebrate each student in the cap and gown of their home campus and then place their photo on the
graduation wall, which is on the second floor for everyone to.

[22:30–23:00]
see. These two visuals of their success are consistent reminders of their achievements and provide
them with a sense of pride. Our campus supports students all year long, with the exception of
Professional Development Week when staff return to campus. Currently, we are supporting KSAT at
multiple campuses across the district. But our flexible space can be used for many purposes or
programs throughout the year.

[23:00–23:30]
And who are 18 years of age or older and need to accelerate their academics because they are not on
track to graduate with their four year cohort. As the principal of not only Rains Academy, but the
KD summer term, we work with students all year round to improve their academic standing so we get
them to graduate quicker than they could at the home campus. The flexibility provided ensures
students can jump right in and get to work. In this photo, we are proud to recognize our campus and
district college and career facilitator of the year, Mrs. Norma White, who works tirelessly to
support students with not

[23:30–24:00]
only academics but post-secondary options. The KDISD student work program is an opportunity to gain
paid work experience as a KDISD employee while completing course requirements as a student. We
support students with resume building, application submission, interview preparation, and job
evaluation follow-up. Since fall 2023, over 29 students have been employed in various departments
such as technology, communications, central office, and transportation, to name a few.",0,5,0
12,0:24:00,0:26:00,"[24:00–24:30]
Students upon graduation have the opportunity to then transition to full time employment within
KDISD. Our CDL program is one of only a few in the state of Texas. Launched in fall of 2023,
students who meet Text Dot requirements by being 18 years of age or older pass a text dot physical
and have a Class E driver's license are eligible to earn a Class A license. We have successfully
supported 79 students in five separate cohorts to obtain their Class A. While working on their
requirements in the

[24:30–25:00]
course, students gain the opportunity to meet with employers for postsecondary employment. Our
graduates have already transitioned into careers where they are able to put their achievements to
work as either a firefighter, military service, private sector, family owned businesses, and even,
as I mentioned last week, the KDISD Transportation Department. Just this past spring, we began to
include a forklift certificate to give our students another competitive advantage for post secondary
employment based upon feedback from students and employers. With the help of our contracted partner,
our

[25:30–26:00]
Contracted partner, RGV CDL Services. It should be noted that we are able to complete this program
completely on site with the exception of two trips to DPS to register and to get their actual
official license. New in fall 2025 is a brand new water operation licensing program. Seniors will
have the opportunity to participate in an apprenticeship program where they will earn their clean
and wastewater certificate. Upon successful completion, they will be offered the opportunity to
become employed.",0,5,1
13,0:26:00,0:28:00,"[26:00–26:30]
with companies like Inframark. This new exciting opportunity is geared towards supporting community
by ensuring clean water is available. The communications department has prepared a promotional video
for you guys right now. ISD's water operations licensing program takes you through the fundamentals
of career opportunities in clean water. Certified professionals keep water systems running safely
and efficiently. Hands on training and mentorship from industry experts offers career ready you can
put to work right away. Guided by professionals, you'll gain a

[26:30–27:00]
real world understanding of water solutions. Jumpstart your career with KDISD's water operations
licensing program now enrolling. Find out more at KDISD.org, Dr. Grooms. Our dual credit real estate
license program was new this past year. This program is a two year requirement that culminates in a
practicum course where students work directly with industry experts at real estate offices to learn
the real

[27:00–27:30]
world implications of the coursework they have completed over the past year and a half. In just our
first year, we had over 20 students successfully complete the first year, and over 80 students are
currently signed up to start this coming fall. Students, after setisfying all course requirements,
will be eligible to take their state real estate license test and become a real estate agent in the
state of Texas. I am proud to say that Raines Academy is a place where lives are transformed to
support in a hybrid setting higher education, certifications, and real world experiences.

[27:30–28:00]
We work tirelessly to build capacity with our students to reach a future that wasn't always within
their grasp. As Art Williams once said, I'm not telling you it's going to be easy, I'm telling you
it's going to be worth it. So here we have a graduate from every high school we've supported since
we have opened. I'm open to any questions you guys may have. Thank you, Mr. Mayerman. Board, are
there any questions? I have a question. Ms. Kalkin? Specific to",0,5,1
14,0:28:00,0:30:00,"[28:00–28:30]
the CDL program, it's a great program. I know the kids, there's a usually a waiting list, from my
understanding, to get onto that program. It's pretty popular. One of the questions that I have
concerning that is what are we doing, or how have we overcome, or what are we doing to set up our
graduates to overcome the hurdles for insurance once they graduate? I don't know how many people.

[28:30–29:00]
are aware about the rising cost of insurance, I'm sure, of your own personal vehicles, but for an
18-wheeler, for a student to absorb and carry the cost of the rising cost of that insurance is
extremely prohibitive. So, how do we encourage um third-party companies to hire our CDL licensed
students, or how are we helping them to overcome the insurance hurdle that they're going to face
once they leave being 18 with a CDL?

[29:00–29:30]
license, most 18-year-olds can't afford a million plus in insurance for their own 18-wheeler. Yeah,
no, great question. So a lot of things to try to unpack there briefly. But one of the things we do
is we work with employers to come in and talk to the kids about hiring opportunities. In many cases,
kids are going to be taking an opportunity at more of an entry level before they're actually going
to sit in what would be an 18-wheel truck because, yeah, insurance is expensive. Employers have to
typically bear that cost unless they're willing to pass it on to the employee. So we've been working
in uh",0,5,0
15,0:30:00,0:32:00,"[30:00–30:30]
actually just about a week ago. Waste management, who's a district contractor, is taking a chance on
one of our kids and starting with one to hopefully expand because they see the benefit and the need
to fill seats because not everybody can get a CDL. And so they're willing to take this opportunity
on. We reach out to other companies all the time for any sort of employment opportunities. You know,
kind of what the industry tells us is realistic for kids to expect at the end of the day. And it
could be starting at an entry-level job, which is where the forklift certification comes in because
that's a great way to get started and then.

[30:30–31:00]
companies will build employees up to get them to a point where when they hit 21, typically the
insurance costs will start to subside a little bit along the way. That was my next question. When do
we, when are we, are we, what's the realistic setup that we're giving the students? Um, because most
of these kids who are going for a CDL, they're not necessarily college-bound. That's not necessarily
something they're wanting to do. They're more wanting to either start their own business or just get
into the workforce immediately. So one of those things that I would be concerned about on how we're
setting them up for success.

[31:00–31:30]
is best to be set up in a way that this is what you can expect. When do we see those insurance
costs? Is it 21? Is it 25? When do we see market wise those insurance costs dropping to where it's
no longer prohibitive for a company or for a student to obtain their own? Don't know the answer to
that. Okay. Because I don't work in that industry, but we we're very upfront with the kids, I'll be
completely honest with you, about the trajectory that this has. Most kids uh I would be shocked to
find out go into an 18 week.

[31:30–32:00]
go into an 18-wheel truck right off the bat for one of the big companies, right? Right. But there's
a natural progression that goes through there. And so we train them on this. We go uh through job
embedded uh skills to help get them to understand what they're signing up for and they know what
they're getting themselves into. And at the end of the day, we're not preparing them just for a job.
We're looking at a career for them. Right. Like this is something they want to do. And so anytime
you're in a career you look at longevity. What do I have to do to get from point A to point B to
point C? And so we do that with our college and career facilitator, our teachers, our partners that
we work with on this. We're going to create a uh",0,5,0
16,0:32:00,0:34:00,"[32:00–32:30]
CDL group, I can't remember the term we're gonna give it, but we're gonna create a group with uh
local community members of what do they see, what do they forecast us to need to do with our kids to
get them to have a competitive advantage in the industry, even at a young age moving forward. Right.
Um out of the 79, we have 79 students that have is that right? Seventy nine students instruct. Out
of the five cohorts, yep. Yeah. So how many of those are we seeing that have percentage wise or
number wise out of those seventy nine who have jumped into that workforce?

[32:30–33:00]
I don't have that specifically in front of me, but I would venture to guess we're probably in forty
to fifty percent at least right off the bat that are getting into some job that has a CDL class A
endgame attached to it. But they're not necessarily working they're not using but the CDL license,
so I guess to help for others to understand once you obtain that CDL license, you're not having to
go and get that like next year. It's not you're you're not renewing your driver's license every five
years. What does that renewal rate look like on the CDL license itself? Well we're not there
yet'cause these kids we're only in year two, so

[33:00–33:30]
So they're going to renew their license like they would any of us at whatever that point is. But we
don't know what that timeline is for the renewal? Not off the top of my head, no. I don't think so.
I don't know if CDL follows a different trajectory. And outside of them getting their CDL license
right now, what would that cost that they would be bearing if they would just wait until they were
18 or 19 and they went and did the CDL license on their own? Do you know about what that cost would
be? Typical average is eight to ten thousand. Eight to ten thousand. So we're offsetting that cost
for them in the immediate, and then we wouldn't necessarily know when they would be renewing it, but
the renewal cost is not.",0,5,1
17,0:34:00,0:36:00,"[34:00–34:30]
going to be as much as the initial cost to get the CDL license. No, because I remember when I was a
teacher and a coach back in the day and I had a class B C DL, I would renew my license at the
typical end time, but I wasn't having to pay for anything additional for the license to be renewed.
I typically had to do a either a 20-hour course or an eight-hour course at the time that was online
for us to complete, and that's all I had to do to sort of recertify my requirements. Okay. Um on
here, I just have a couple more questions on this. On uh when we're looking at kind of collaboration
with companies around here.

[34:30–35:00]
I mean, are we obtaining anything with like Amazon or with IGLU or any of the surrounding larger
companies that are in here? Have we had any success or any luck in reaching out to find like an on-
ramp kind of progressive mechanism to do that? Mr. Merriman wasn't able to attend. He's busy with
summer semester and a lot going on. But Norma, the college and career facilitator, we met with
KDEDC. They have apprenticeship programs. And so in looking at how we're going to

[35:00–35:30]
And looking at how we're going to launch the water operation program, which comes with an
apprenticeship, we sat back and looked at that and said, Why didn't we could liaison that same thing
with CDL and our HVAC program? Kelly Carrilla was with us as well with Miller. So we're working with
them to do structured apprenticeships. And the way they explained it was while the students are
completing their coursework, at each point that they complete that coursework, the forklift
certification, they would have an apprenticeship with one of our area businesses where they would go
to work and work under someone that would teach them how to do that, whether it's Amazon, maybe move
on to being the writer.

[35:30–36:00]
being the rider in one of the box trucks to see how those drivers use those box trucks. So they're
in paid apprenticeships while they're going through the program. And so we're going to try to um
with the three in from the water operations, the CDL, and then the HVAC construction trades for the
fall, kind of start there and then expand and try to build out apprenticeships and the other
programs. And that will start in the fall those cooperations working together. We're in contact with
them and working on it as we speak. In fact we're having a uh oh what is it on August the student
job fair in August and so our initial group that Mr.",0,5,0
18,0:36:00,0:38:00,"[36:00–36:30]
Merriman's been working with, that small group we've been working with will have a small advisory
council meeting before the job fair, and then they will be on site for the job fair to start
launching that apprenticeship program. And then one I have one last question on that as far as it
pertains to KDISD specifically. So on ours, we always have a need for bus drivers and for people to
help us in our maintenance and operations departments. Now I see that we may have one bus driver as
far as our

[36:30–37:00]
transportation from our CDL program, is that accurate? Do have we hired one of our own graduates? Is
it just one or have we hired more than that? Just one right now. And then as far as cost for
insurance, we're offsetting that cost on our own, right? We're not that's not causing skyrocketing
cost, having you know, an under 25 year old drive a bus necessarily. That I would imagine that
that's couldn't speak to that. Okay. I'm not the insurance guy, unfortunately. Wish I was. I'm I'm
sure we're bearing the cost at some point. That would be my guess. Okay. Somebody's got to

[37:00–37:30]
Somebody's somebody's got to pay it at the end of the day, but I think one of the questions I would
like to have kind of understood as far as cost is what do we because I know whenever you have a kid
that comes onto your own insurance once they're under 25, specific to males, your insurance costs
skyrocket and go through the roof and might as well be another mortgage. So what does that do for us
as KDISD when we're hiring 18, 19, 20 year olds to drive a bus full of 30 to conservatively to 50
children?

[37:30–38:00]
Children. How are we absorbing that cost and offsetting that cost? How are we managing that? Because
we want to make sure that our kids who have the CDL license obviously have a career pathway
progression, but how are we managing that? Anyone know? Yep. At this moment there's no upcharge. If
we bring a eighteen year old on and begin driving a bus, there's no upcharge or added expense to our",0,5,0
19,0:38:00,0:40:00,"[38:30–39:00]
liability policy with TASPE. Okay. So it's it's not it's negligible. There's nothing there. We don't
even just we don't even provide a list of drivers, their ages, to TASPE. Do you anticipate that
being a problem if we did this on a regular like if we started doing this more regularly? I wouldn't
anticipate that at this point in time based on what I know. Okay. All right. That's it. Thank you. I
appreciate it. Yes ma'am Mr. President? Thank thank you. I I love what you do and and I want to
thank you for all that you do and your leadership and

[39:00–39:30]
And it makes a big impact on these young people. It's very uplifting to hear about again. I was just
curious about the enrollment from year to year. I we get enrollment or reports all the time. It's
hard to track from year to year. I would love to know that it's growing in the right way. We would
never want it in a perfect world, it wouldn't exist, but we need it, right? So can you help talk to
that? Yeah, so growth is different for us because the kids we support in this hybrid environment
typically apply to come to us for whatever the case may be, right? So enrollment can be

[39:30–40:00]
a roller coaster at different times. So the easiest answer I can give you is we can support up to
500 kids at any one given time within the building. We push anywhere from 375 to probably 450 on a
consistent basis because every time we're bringing kids in, we're also graduating them because you
can graduate at any point with us. So we're going to fluctuate anywhere probably between 375 and 450
at any given time during a school year with the enrollment number. How steady is that that you just
said? Pretty steady. Actually five years or well, we've only been in the building for four, and
since we've implemented the",0,5,0
20,0:40:00,0:42:00,"[40:00–40:30]
new model in the three years we've been there, we've we've probably supported a total of anywhere
from 550, maybe up to 750 total kids during the year at any given point, so to speak, if that makes
sense. It's just a roller coaster of going in, coming out. So it's hard to gauge what enrollment
truly is versus hey, at Katie High School, we're sitting at 3350, right? Yeah, totally appreciate
that. It's tricky. But I just want to make sure you're equipped and I want to know that the building
you have and the resources you have are um addressing the students that have the need.

[40:30–41:00]
No, I I can tell you wholeheartedly, we have excellent support. Anytime we need something to help a
kid, we can get it uh at any given time. We are very blessed to be able to do this because it is
innovative, it's creative. Nobody, like I said last week, does what we do. And so anytime there's
been a challenge, there's a conversation, Mrs. Hack and I will talk all the time about how do we
attack this problem if we're running into something we haven't uh encountered before. But we we have
all the resources we need to be successful. So no hamstringing, you don't feel anything? Not yet.
Not yet. Great. Nope. All right. Thank you very much. Yes, ma'am. Mr. President. Ms. Fox.

[41:00–41:30]
Mr. Merriman, I'm still ready to do backflips, but had to wear a dress to match these fellas tonight
with the matching ties. So, you know, tonight I won't be able to do that. Everybody's, you know,
President Redmond's forcing us all to dress electrically. Point of privilege. We took photos tonight
as a board, and that's why we're wearing matching ties. This is not any new. Oh, that's new. We're
gonna do it every month. I felt like I didn't get the memo at first when everybody came out. But
anyway, no backflips for me tonight. But my heart is doing them. I have a question about

[41:30–42:00]
the um the new programs the water program the real estate those are assigned to your campus how do
students at a traditional campus get to do that how can they no great question it's all about
communication so my college and career facilitator miss white like I was mentioning earlier she does
a lot of work with the home campus CCFs and it's all promotional like I mean we'll send emails uh to
students kind of like what we did with the water program recently but it's all about the
communication that we give to campuses to let them know here are these opportunities. Additionally
schooling",0,5,0
21,0:42:00,0:44:00,"[42:30–43:00]
School links is a central hub for kids to go research opportunities within the district at any given
point. So when it becomes course selection time, they're going to see everything from the CT pathway
and where that's offered. So they may go look at automotive, and that's going to tell them you're at
Miller. If you're doing real estate, that's going to be at Rains. And so they have the information
in front of them all throughout the year, but particularly when course selection time runs around,
they're going to get all of these pieces. The curriculum fair that's done here at the Merrill
Center, we're there promoting the programs and so forth. So every opportunity we have to communicate
those programs to

[43:00–43:30]
kids, we're utilizing those and then they're going to sign up for those courses just like they would
uh course selection during uh the year in January through March. So is it a virtual or they have to
come over to Reigns to take the course? No, so the cool part about real estate is it is completely
virtual. So they could come if they want some direct support because the teacher is housed with me,
but we take our teacher and move them to the campuses to touch base with the kids as they go. But
that course is completely virtual. The water program is going to be in person because we're going to
be taking the kids from Reigns to the job sites for them to get

[43:30–44:00]
practicum experience with water testing. And so each program is unique. CDL, you have to come to me
because we've got all the concrete to do all the driving, but real estate is virtual. We can support
that with kids remaining on their home campus. This is the cool part about being a hybrid campus.
You aren't always required to attend RAINS to be able to access things we can provide for the
district. I mean I mean that's just taking success right to the students. And I love your tree
symbol that's about you are changing children's family trees through the",0,5,0
