chunk_id,window_start,window_end,text,old_binary_hit,confidence,binary_hit
10,0:22:00,0:24:00,"[22:00–22:30]
their burden then to talk to their kids about situations like these and how they want them to handle
it. I'm not suggesting that you allow fighting at school. We all know what a can of worms that's
gonna be. If you guys allow that. Every kid's gonna claim self-defense, pretty much. Nobody wants
that. But in the last several months, kids are not being cap- I'm hearing story after story after
story of kids who are not being kept safe, and they feel like their only choice is to fight back. My
daughter was one of them. Teachers and staff are

[22:30–23:00]
not already fully equipped to handle these situations. And when they're not fully equipped, this is
the fault of the district, not the teachers. If kids can't fight back, how are you going to protect
them? Something has to change. Despite asking, not once have I ever been allowed to come sit down at
the school and talk out anything with other students and parents when there's some kind of incident.
The district won't even ask the other party if they're willing because of the privacy policies you
guys have. There does not seem to be any kind of mediation process in place at this time. I, for
one, would like to volunteer.

[23:00–23:30]
a few hours a week as a third party mediator for situations like these. Families should not have to
choose between withdrawing their shoulders. Thank you. Thank you. Thank you very much. Thank you.
Thank you. Thank you. Rebecca Trahan, followed by Danny Ciamfrasesco. Good evening, board. Can you
hear me okay? Okay. So my name is Rebecca Trahan, and I'm going to tag off of what I spoke about in
the last board.

[23:30–24:00]
meeting and just reiterate and say that no child should ever be punished for defending themselves.
But in this situation, especially when the child went to the teacher for help, they followed the
rules and the teacher ran away. That is unacceptable anywhere. That is unacceptable in our district.
We do need a stronger self-defense policy in our discipline rulebook because our current rules of
mutual combat",0,5,0
11,0:24:00,0:26:00,"[24:00–24:30]
Combat are out of date. They should have never been written that way in the first place. And
frankly, these days, it doesn't really leave any room to address things such as sexual harassment.
It needs to be amended. It has to be changed to protect our kids, in addition to protecting the
district. In addition, you need to amend the policy to protect the teachers so that teachers don't
have to be afraid of stepping in to stop the violence. Teachers need to be rewarded from

[24:30–25:00]
that and we need to support them more with this this policy this these rules they have to change
they cannot stand we need a new rule book next year you need an official you need with the with the
um rules in the discipline you also need to add an official rules of engagement on what to do when
situations occur so for example at Taylor High School when a female was assaulted by a football
player she went to the teacher a long-term sub who had been there all year

[25:30–26:00]
for help. What the teacher should have done was stayed with the victim and ordered one of the
spectating and videotaping teens to go grab help. Ms. Train, I want to stop you for one second and
let's not get into specifics identifiable information about any student or alluding to any
particular student. Fair enough. Fair enough. So what what should have happened and what needs to
happen in the future in these situations is there needs to be a plan of action so that the teachers
can stay and do the right thing and so that our children can get help.",0,5,0
12,0:26:00,0:28:00,"[26:00–26:30]
Moreover, anytime a family wants to spread the truth about a situation and wants to make parents
aware of it, they need to not be silenced over it. They need to not be silenced online in another
means when they're just trying to educate other parents on something that happened. Without going
into specifics, I will say that unfortunately the district right now, even though we love the
district, they do have a reputation in the media and in other outlets of being a district that
covers things up and doesn't protect the children. And so I'm asking you to change.

[26:30–27:00]
the policy and open a new chapter, start being truthful about this situation, undo the punishments
for the current victim at Taylor High School, and become known as the district. Thank you. Thank
you. And again, I just want to reiterate uh in discuss we're discussing policy, not specifics, uh,
that's identifiable with regard to a specific student or students in the in the district.

[27:00–27:30]
if we could. And that's what the the thing that I read earlier. Uh the next uh speaker is Danny uh
Gianfrancesco followed by uh Brooklyn Gianfrancisco I'm gonna have to talk fast my name is Danny
Gianfrancisco and I'm here because of a video that shows my daughter being brutally assaulted. Okay.
Sir sir uh I I I want to make sure that you stick to

[27:30–28:00]
talking about policy, not about the specific incident or particular people or particular people.
Okay, let's talk about um how you handled this. Mutual confrontation. I was told that this incident
was a mutual confrontation, but one student never hit the other. There's a video out there that
shows proof that this one student was assaulted, physically assaulted, and who I talked to did not
accept the video. Assistant principals, cops, I've been everywhere. Um",0,5,0
13,0:28:00,0:30:00,"[28:00–28:30]
Um after talking again, I just wanna I just want to caution you we're not evaluating the that
specific instance here. This needs to be we're not addressing a specific discipline. Okay, how about
this? I filed public information request the day after it happened. Three weeks later, instead of
transparency, I received two documents. A useless, heavily redacted report of which I've given you
all a copy, and it claims to be the offense offense report. But the only thing reported on these six
pages is my name and address. Everything else is redacted.

[28:30–29:00]
The other document, a letter written by the attorney, uh written to the attorney general from the uh
KISD attorney uh I'm sorry, Gretchen McCord, in which she seeks permission to deny me access to all
other evidence and material related to my request, such as body cam footage, statements from
witnesses, the video from the hallway. I've been to Harris County Sheriff's Office, district
attorney, constables, everybody refers me back to KISD police who have the jurisdiction and refuse
to allow me to press charges.

[29:00–29:30]
Do you know how it what it feels like when people ask me why haven't I pressed charges against the
student who assaulted my daughter? How can I when the very system that should support me is actively
working against me? I've tried everything, and yet here I stand still fighting for basic
accountability, and the district continues to prevent me from getting it. The policies of this
district are not on the side of parents. They're designed to protect the district. The staff at
these schools make decisions under the blanket of confidentiality, and parents have no recourse.
We've all seen the video, A Clear Assault.",0,5,0
14,0:30:00,0:32:00,"[30:00–30:30]
I demand that the investigation be reopened and the video evidence be considered in conjunction with
the district's definition of assault and the policy stating that physical contact only becomes
mutual if one being assaulted retaliates. Contrary to what was initially told, the person in this
video didn't have a chance to defend herself or retaliate. I demand access to the evidence that led
to the conclusion of mutual confrontation. I'm not going away. I will not be bullied by KISD to be
silent. The district should allow me

[30:30–31:00]
Me the evidence of why this is not an assault. This is basic common sense. This isn't just about my
daughter, it's about every parent who trusts schools to protect their children. The more you fight
us, the bigger. Thank you.

[31:00–31:30]
Hi, my name is Brooklyn Jan Francesco, and as a young woman, I feel as if young girls should not
feel afraid or go unheard when speaking on uncomfortable topics like sexual harassment or violence.
Violence should not be labeled as mutual when a male student slaps a female student and the female
student seeks for help from the teacher and is ignored. I'm becoming uncomfortable to go to school
because um because I have um I feel uncomfortable as if I have a target.

[31:30–32:00]
on my back due to my dad and I trying to get justice for what's clearly an assault. I'm receiving
dirty looks from staff and students, and I don't feel as if this is a safe environment for me
anymore. What message are we sending for everybody following this topic? Are we saying that it's
okay for a male athlete or any male to assault a female student and that the school punishes both
parties equally? What happened to me on March twenty fifth was clearly an assault anywhere else
except my school. The grocery store, gas station, or street corner. The person in this video
punching, slapping, and laying on top of me should be in jail. Thank you.",0,5,0
15,0:32:00,0:34:00,"[32:00–32:30]
Thank you. Kelly Hamilton, followed by Ken Smith. Well, I'm going to give you all a little break
from all the heavy, and I have a quick solution for me. Good evening. I'm Kelly Hamilton, and I am a
teacher and a member of the t uh Texas AFT. I spoke to you in March about the teacher planning time,
and I want to start by thanking you for.

[32:30–33:00]
having a committee to address the issues. And on behalf of my fellow AFT teachers, we are requesting
an update on the progress made. We'd also appreciate a second committee hearing formed, one that
includes teachers from elementary, junior high, and high school. It's important to us that district
administrators on the committee are working alongside of teachers to find solutions. We appreciate
the two principals on the committee that are focused on solutions, and they've committed to
increasing their planning time next year and adjusting their schedules to protect the planning time.

[33:00–33:30]
However, many teachers are required to attend two mandatory team planning sessions each week, which
makes it difficult to protect and safeguard that planning time. We need to know that concrete steps
will be taken to protect our planning time moving forward. Board members, I want to remind you that
high quality educators are leaving KDISD for neighboring districts, some that are many that offer
more planning time and prep time for teachers. For several months now, my fellow AFT teachers and I
have suggested a no cost solution make the mandatory weekly team.",0,5,0
16,0:34:00,0:36:00,"[34:00–34:30]
planning sessions optional. These mandated meetings are often unproductive and could be better
managed if the teachers led them. Trust me, when given the freedom, we will continue to plan
together. Teaching is too challenging to not have that collaboration. The difference is when the
sessions are teacher driven, they become more meaningful and effective. The district cannot continue
to mandate weekly team planning sessions without violating the teachers' rights. We have solutions,
and parents we are asking for those.

[34:30–35:00]
solutions through a committee meeting so that we can prepare better for the students. We'd like the
committee to include a representative group of teachers who are taken seriously and whose
suggestions are valued. Tonight I ask you to take a stand for improved working conditions for
teachers, which will lead to better student outcomes. Thank you. Thank you. Ken Smith, followed by
Todd Kershoff. Hello, uh I've had to rearrange my talk a little bit because of the not being able

[35:00–35:30]
to name students, but uh when my wife and I first moved to Katie or to Houston, we moved to Katie
because of Katie ISD, we heard how good the district was. Um to me, a good school district uh would
show empathy and compassion when they found out a student has a chronic illness. And we have
experienced the exact opposite. Um the child in question uh has missed 25% of the classes this year
because of a chronic illness he's had for two years. Uh we've been trying to figure it out and
trying to get pinned down exactly what's going on, but we've just not been able to. And all we've
gotten is flat.

[35:30–36:00]
All we've gotten is FLAC and letters from KDISD threatening his grades, which he cares greatly
about. I'd understand it a little bit more if he was suffering or not doing well in school, but he
just got invited to join the honor or the Honor Society, and he has all A's. So it's not a great
question of grades or a question of competency. It's just that he's sick all the time and we're
trying to figure it out. We see we have a note with the school from a specialist that says he's
under his care and we're trying to figure out what's going on, but we get letters every other week
threatening his grades, and now he's at a point where we've been told by the A.",0,3,0
17,0:36:00,0:38:00,"[36:00–36:30]
We've been told by the AP that he may lose credit for this year. He he'll move on, but he'll lose
credit and he really cares about his grades. And it's also gotten to a point where again they have a
letter at the school for the student saying he's under care for a specialist, and sh the AP wanted
us to go to the specialist to say that he can go to school nauseous and with diarrhea, like just
stopping short of offering a colostomy bag. And it's just absolutely ridiculous. He wakes up sick,
vomiting with diarrhea, and we're getting pressure to send him to school like that. He has all A's,
mind you.

[36:30–37:00]
So I I don't know how on earth it's possible that I'm getting we're getting this treatment, but we
are, and we can't get around it. We can't avoid it. Finally, one thing about this illness that's
kind of ironic is uh stress actually can trigger it. So we found that when when it gets a bug, it
triggers, but stress also can trigger it. So getting letters nonstop from KDISD saying, hey, we're
gonna fail you, or you're not gonna get your grades, you're not gonna get your high school credit
for the courses you've been working on all year, uh turns out it's pretty stressful for the kid. So
it's not conducive to

[37:00–37:30]
getting him healthy, which is the thing we should be focusing on. We should not be sitting here
losing our minds over whether or not he's attending school 75% of the time when he has all A's. So I
don't really understand what we're supposed to do when we're dealing dealing with specialists and
really should be focusing on getting him healthy, but then we're getting threats all the time and
getting no help whatsoever from the school. So I just really think this policy sh needs a change. We
have a letter from a specialist saying he's got a condition that we're trying to figure out and
that's stressful by itself. But having the school continue to threaten its grades is just
unacceptable. I really

[37:30–38:00]
really think you need to do better on this. So thank you. Thank you. Thank you. Todd Kershoff. How
are you doing? My name is Todd Kirkoff. Good evening, members of the KDA ISD board, uh, faculty
parents, and concerned members of the community. I come before you as not just a concerned
individual, but as someone who deeply believes in the values and justice of equality and student
safety. A recent incident at Taylor High School has shaken those values, a violent assault carried
out by a male student against a female student.",0,5,0
18,0:38:00,0:40:00,"[38:30–39:00]
has raised critical questions about how we respond to violence and whether we are truly upholding
fairness in our schools. Let me be clear: violence is never an acceptable answer. Um, every student
deserves to learn and grow in an environment free of from fear and free from threats and
intimidation. Right and wrong should never be clouded, though. Uh, and it looks like we're clouding
this. Uh, you guys are our leaders, you're you guys are are here to help protect these children, and
I don't think you're doing it. Yet the decision uh to label this assault as a mutual combat and deny
the victim's family the opportunity to press charges since a dangerous

[39:00–39:30]
The dangerous and unacceptable message. It suggests that violence between students, especially
violence from males towards females, can be downplayed nor excused. This is not morally wrong, not
only morally wrong, but it is deeply damaging to the trust our community places in this district.
That's y'all. Okay? Even more troubling is the possibility that the bias, uh there's a bias that may
have influenced this, and there's racial now tensions. It's because I don't think this was handled
correctly. If you handled it correctly and had transparency, I don't think you'd be having these
problems. And like Danny said, we're not going away. Uh our community.

[39:30–40:00]
Our commitment must be equally, not uh equality, not just words, but in actions. We need leadership
that reflects fairness and prior prioritizes the safety in every student without expectation. We
cannot afford to ignore or excuse behavior simply because addressing it is uncomfortable or
complicated. I urge the school board and administration to re examine this case carefully and
objectively. Consider what message your actions are sending, not just to those directly involved,
but to every student parent in this district. Are we setting a standard that protects all students
equally? Are we truly holding ourselves accountable to the principles we claim?",0,5,0
19,0:40:00,0:42:00,"[40:00–40:30]
to uphold. Let us remind uh remember we are we are here to serve, protect, and uplift every student.
That starts with ensuring justice is not selective and that safety is never negotiable. Y'all need
to do your jobs. Thank you. Thank you. This concludes the open forum portion of our meeting. The
board will now convene and close meeting as authorized under section 551.001 of the Texas Government
Code. For the following purposes, Texas Government Code 551.01.

[40:30–41:00]
551.071, 551.074, and 551.129. The board will now reconvene an open meeting. Today is Tuesday, April
22nd, 2025, and the time is 6 15 p.m. On behalf of my colleagues, I welcome everyone to this
evening's regular board meeting. Each board member received the agenda and documentation for this
meeting.

[41:00–41:30]
Implementation for this meeting on Thursday, April 17, 2025, the Board will receive information and
recommendations from staff, administration, and superintendent on these agenda items at tonight's
meeting. Board members will be able to ask questions, receive answers, and should be prepared to
take action. The board has just reconvened from closed meeting. In accordance with Chapter 551 of
the Text Government Code, any action arising from discussions in a closed meeting must be taken in
an open meeting.

[41:30–42:00]
Item 8.1. Board Trustees, do I have a motion on this item? Mr. President. I move that the Board of
Trustees I move that the Board of Trustees approves for employees who are being recommended to
receive one year employee probationary contracts, one year employee dual assignment probationary
contracts, one year employee term contracts, one year employee dual assignment term contracts, and
two year employee dual assignment term contracts for the 2025-2026 school year with the",0,5,0
20,0:42:00,0:44:00,"[42:30–43:00]
exception of those employees who have resigned or a decision has not been made at this time
concerning being recommended for a contract for termination or for proposed non-renewal, which will
occur at a future meeting. Thank you. Do I have a second? Second. We will now proceed to vote. Board
members please record your vote on the screen via your keypad. The motion passes 7-0. Now we move on
to

[43:00–43:30]
uh 8.2. Trustees, do I hear a motion on that item? Mr. President, I move that the Board of Trustees.
I move that the Board of Trustees approves to give notice of the proposed non-renewal of the
employee term contract for Robert Miles at the end of 2024-2025 contract period. So I have a second.
Second. We will now proceed to vote. Board members, please record your vote on the screen via your
keypad. The motion carries.

[43:30–44:00]
70. We'll move on to 8.3. Do I hear a motion on that item? Mr. President. Ms. Demy? I move that the
Board of Trustees approves the termination of probationary employee contracts Ilsa Gonzalez and
Frank Ides at the end of 2024-2025 contract period. Do I have a second? Second. It is moved and
seconded. The Board of Trustees approves of termination of probationary employee contracts Ilsa
Gonzalez and Frank Ides at the end.",0,5,0
21,0:44:00,0:46:00,"[44:00–44:30]
Frank it is at the end of 24 25 contract period. We'll now proceed to vote. Board members please
record your vote on the screen via your keypad. The motion carries 7-0. We will now move on to the
uh report on the board member requiring continuing education. And you have the report you have the
report in front of you. And I understand that uh that uh

[44:30–45:00]
based on a uh recent certification or certificate that was just completed uh in the last few days,
that uh everybody has completed their uh 100% of completed their uh training as required, the
continuing education report. We'll now move on to uh 9.2, which is uh gifted and talented advanced
academic stuff.

[45:00–45:30]
Advanced Academic Studies. And the board presenter is Danielle Sanchez, Director of GT and Advanced
Academics. Welcome. Good evening, President Perez, Board of Trustees, and Dr. Grigorski. I'm happy
to be here this evening to share some of our work in GT and Advanced Academics. GT and Advanced
Academics supports students in grades K through twelve in four areas: gifted and talented services,
dual credit, academic competitions, and in coordination with secondary curriculum and instruction,
the CAP and AP programs. This evening

[45:30–46:00]
an overview of each of these areas will be provided. KDIC currently serves 8,882 students through
gifted and talented programming, roughly 9% of the district's population. This slide shows some key
demographics within the GT population. It's important to note that GT students may also receive
services in other areas. 14% of our GT students are classified as emerging bilingual, 3% receive
special education services, and 4% are served through Section 504. Additionally, 14% of our GT
students are classified as",0,3,1
22,0:46:00,0:48:00,"[46:00–46:30]
economically disadvantaged. GT screening, identification, and services are governed by the Texas
State Plan for the Education of Gifted and Talented Students. This document establishes the state's
expectations for GT services throughout Texas. One such requirement is the collection of both
qualitative and quantitative data when making placement decisions. In KDISD, we collect feedback
from teachers and parents and use this qualitative data in coordination with ability, achievement,
and intelligence testing to arrive at a placement decision.

[47:00–47:30]
The data is then analyzed by the campus placement committee, which consists of a GT facilitator, a
campus administrator, and a counselor. Elementary students with five or more positive measures and
secondary students with three or more positive measures are identified for GT services. In
elementary school, students identified for GT services participate in the challenge program, a full
day pullout program through which a GT teacher engages students in project and problem based
learning. Students focus on real world content applications and explore careers in their field.
Challenge utilizes

[47:30–48:00]
a five-year curriculum cycle and culminates with a GT Expo. The curriculum cycle comprises five
overarching themes and three units within those themes. This year, our challenge students are
studying technology, medicine, and law, and the innovations within each unit. Next year, they will
study geological forces, neuroscience, and oceanography. GT Expo allows challenge students to
showcase their learning throughout elementary school. In Challenge, students create and maintain a
digital portfolio of their knowledge.",1,5,1
23,0:48:00,0:50:00,"[48:00–48:30]
and end the year by presenting a chosen topic at an event attended by friends, family, and the
school community. Secondary GT services are provided through a specific subject model in which
students are identified in one or more core subject areas. GT students are clustered in CAP GT or
APGT courses with teachers who have completed an initial 30 hours of training in GT education and a
six hour annual update. The curriculum meets the needs of gifted learners through the
differentiation of content, process, product, and learning environments.

[48:30–49:00]
And learning environment. Each secondary campus staffs a GT facilitator. This person is responsible
for compliance tasks mandated by the state and advocates for gifted students. The work of the
facilitator is outlined in the Texas State Plan. The GT facilitator monitors the academic
performance of GT students, facilitating interventions and differentiation as needed. They also
support the course selection process for GT students and host various workshops and activities
throughout the year. The photos on the following few slides showcase some of these events and
activities.

[49:00–49:30]
Activities. Beginning in sixth grade, students can enroll in the Katie Advanced Program or CAP
courses. These open enrollment courses help develop critical thinking, reasoning skills, and
academic stamina. CAP courses are available at all junior high and high school campuses. They're
designed to prepare students for advanced placement or AP courses in high school. AP courses are
also open enrollment and available for students beginning in ninth grade. They are college level
courses.

[49:30–50:00]
taken in high school, designed and administered by the college board. Students who score three or
better on an AP exam generally receive college credit, though specific policies do vary by
university. AP courses allow students to save time and money by earning college credit while still
in high school. KDISD students have a history of success in AP courses and exams. As you can see
from the chart, our AP enrollment has steadily increased over the past five years. But what is
particularly notable is that we consistently see high levels of success on the AP exam.",0,5,0
24,0:50:00,0:52:00,"[50:00–50:30]
On the AP exams as the program expands. Over 12,000 high school students are currently enrolled in
at least one AP course for the 24-25 school year. Six KDISD high schools were recognized on the 2024
AP School Honor Role. The AP School Honor Role recognizes schools whose AP programs are delivering
results for students while broadening access. Schools can earn this recognition annually based on
criteria that reflect a commitment to increasing college-going culture, providing opportunities for
students to earn college credit, and maximizing college readiness.

[51:00–51:30]
In college readiness. Another highlight of our AP program is the annual AP Research Student
Conference. This event is an opportunity for students enrolled in AP research to share their work
with peers, teachers, district staff, and community members as they work to complete a final paper
and prepare for their oral defense, both of which are elements of the AP exam. Over 300 students
gathered at Legacy Field House at this year's event to share their original research. AP Research is
one of two AP capstone courses. Students who earn a three or better on

[51:30–52:00]
both Capstone exams and four additional AP exams receive an AP Capstone Diploma. The class of 2024
saw 21,000 Capstone Diploma recipients in the U.S., 178 of whom were KDISD graduates. Another
opportunity for school for students to earn college credits in high school is through dual credit.
KDISD partners with Houston Community College to offer dual credit courses. These courses utilize a
curriculum developed by HCC and may be taught by a visiting HCC professor or more.",0,5,0
